matrix_group,scale,instance_id,mode,algorithm_status,certificate_scope,pricing_state,uses_true_dual_bpc_certificate,bpc_certificate_status,official_lower_bound_source,official_lower_bound_scope,best_diagnostic_bound_source,B0_direct_objective,B1_root_lp_bound,root_lp_bound_official,root_lp_bound_le_direct_dp_integer_objective,root_lp_vs_direct_dp_gap,integral_root,pricing_round_count,added_column_count,manual_rc_audit_pass,pricing_rc_audit_pass,proof_debt_unreleased_count,wall_time,fail_closed_reason,direct_root_official_leak,b1_mode,seed_mode,initial_column_count,full_universe_column_count,full_universe_preloaded
10-scale selected5,10,lunar_ice_sp50_010_002_seed729002,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,30.002201,row_time_limit_sec=30.0 exceeded at max_direct_tasks=10,False,,,,,
10-scale selected5,10,lunar_ice_sp50_010_002_seed729002,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,30.002495,row_time_limit_sec=30.0 exceeded at max_direct_tasks=10,False,,,,,
10-scale selected5,10,lunar_ice_sp50_010_001_seed729001,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,2931.301573,,False,,,,0,0,,,0,0.056488,,False,,,,,
10-scale selected5,10,lunar_ice_sp50_010_001_seed729001,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,30.002416,row_time_limit_sec=30.0 exceeded at max_direct_tasks=10,False,,,,,
10-scale selected5,10,lunar_ice_sp50_010_001_seed729001,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,30.002473,row_time_limit_sec=30.0 exceeded at max_direct_tasks=10,False,,,,,
10-scale selected5,10,lunar_ice_sp50_010_007_seed729007,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,2223.951295,,False,,,,0,0,,,0,0.118425,,False,,,,,
10-scale selected5,10,lunar_ice_sp50_010_007_seed729007,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,30.002326,row_time_limit_sec=30.0 exceeded at max_direct_tasks=10,False,,,,,
10-scale selected5,10,lunar_ice_sp50_010_007_seed729007,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,30.002621,row_time_limit_sec=30.0 exceeded at max_direct_tasks=10,False,,,,,
10-scale selected5,10,lunar_ice_sp50_010_003_seed729023,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,2824.685922,,False,,,,0,0,,,0,0.07998,,False,,,,,
10-scale selected5,10,lunar_ice_sp50_010_003_seed729023,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,30.002801,row_time_limit_sec=30.0 exceeded at max_direct_tasks=10,False,,,,,
10-scale selected5,10,lunar_ice_sp50_010_003_seed729023,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,30.002683,row_time_limit_sec=30.0 exceeded at max_direct_tasks=10,False,,,,,
20-scale fail-closed guard,20,lunar_ice_sp50_020_004_seed829004,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.001431,task_count=20 exceeds max_exact_tasks=10,False,,,,,
20-scale fail-closed guard,20,lunar_ice_sp50_020_004_seed829004,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.001043,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_004_seed829004,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.001141,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_002_seed829002,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.001199,task_count=20 exceeds max_exact_tasks=10,False,,,,,
20-scale fail-closed guard,20,lunar_ice_sp50_020_002_seed829002,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.000911,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_002_seed829002,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.00127,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_001_seed829001,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.001049,task_count=20 exceeds max_exact_tasks=10,False,,,,,
20-scale fail-closed guard,20,lunar_ice_sp50_020_001_seed829001,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.001137,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_001_seed829001,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.00073,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_003_seed829003,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.001122,task_count=20 exceeds max_exact_tasks=10,False,,,,,
20-scale fail-closed guard,20,lunar_ice_sp50_020_003_seed829003,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.000895,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_003_seed829003,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.000979,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_005_seed829005,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.000866,task_count=20 exceeds max_exact_tasks=10,False,,,,,
20-scale fail-closed guard,20,lunar_ice_sp50_020_005_seed829005,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.000896,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_005_seed829005,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.00081,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_008_seed829008,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.001156,task_count=20 exceeds max_exact_tasks=10,False,,,,,
20-scale fail-closed guard,20,lunar_ice_sp50_020_008_seed829008,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.001049,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_008_seed829008,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.000779,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_006_seed829006,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.000787,task_count=20 exceeds max_exact_tasks=10,False,,,,,
20-scale fail-closed guard,20,lunar_ice_sp50_020_006_seed829006,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.001038,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_006_seed829006,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.000865,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_009_seed829009,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.000729,task_count=20 exceeds max_exact_tasks=10,False,,,,,
20-scale fail-closed guard,20,lunar_ice_sp50_020_009_seed829009,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.000917,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_009_seed829009,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.000951,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_010_seed829010,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.001133,task_count=20 exceeds max_exact_tasks=10,False,,,,,
20-scale fail-closed guard,20,lunar_ice_sp50_020_010_seed829010,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.000817,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_010_seed829010,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.000868,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_007_seed829027,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.000813,task_count=20 exceeds max_exact_tasks=10,False,,,,,
20-scale fail-closed guard,20,lunar_ice_sp50_020_007_seed829027,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.000647,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_007_seed829027,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.000917,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_011_seed829011,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.001017,task_count=20 exceeds max_exact_tasks=10,False,,,,,
20-scale fail-closed guard,20,lunar_ice_sp50_020_011_seed829011,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.000907,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_011_seed829011,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.000726,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_012_seed829012,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.000722,task_count=20 exceeds max_exact_tasks=10,False,,,,,
20-scale fail-closed guard,20,lunar_ice_sp50_020_012_seed829012,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.000773,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_012_seed829012,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.000767,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_013_seed829013,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.001633,task_count=20 exceeds max_exact_tasks=10,False,,,,,
20-scale fail-closed guard,20,lunar_ice_sp50_020_013_seed829013,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.000811,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_013_seed829013,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.00077,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_014_seed829014,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.001789,task_count=20 exceeds max_exact_tasks=10,False,,,,,
20-scale fail-closed guard,20,lunar_ice_sp50_020_014_seed829014,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.001175,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_014_seed829014,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.000596,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_015_seed829015,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.000796,task_count=20 exceeds max_exact_tasks=10,False,,,,,
20-scale fail-closed guard,20,lunar_ice_sp50_020_015_seed829015,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.0011,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_015_seed829015,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.000737,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_016_seed829016,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.001392,task_count=20 exceeds max_exact_tasks=10,False,,,,,
20-scale fail-closed guard,20,lunar_ice_sp50_020_016_seed829016,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.000992,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_016_seed829016,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.000819,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_017_seed829017,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.00091,task_count=20 exceeds max_exact_tasks=10,False,,,,,
20-scale fail-closed guard,20,lunar_ice_sp50_020_017_seed829017,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.000676,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_017_seed829017,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.001012,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_018_seed829018,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.001045,task_count=20 exceeds max_exact_tasks=10,False,,,,,
20-scale fail-closed guard,20,lunar_ice_sp50_020_018_seed829018,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.000829,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_018_seed829018,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.00076,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_019_seed829019,B0_pure_direct_dp,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,NOT_PORTED_TRUE_DUAL_BPC,,,,,,False,,,,0,0,,,0,0.000916,task_count=20 exceeds max_exact_tasks=10,False,,,,,
20-scale fail-closed guard,20,lunar_ice_sp50_020_019_seed829019,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.001663,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
20-scale fail-closed guard,20,lunar_ice_sp50_020_019_seed829019,B1B_seeded_root_CG,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,,False,,,,0,0,,,0,0.000788,task_count=20 exceeds max_direct_tasks=10,False,B1_fail_closed_over_task_limit,none_over_task_limit,0,,False
