scale,instance_id,mode,max_direct_tasks,status,certificate_scope,pricing_state,root_lp_bound_official,objective,root_lp_bound,root_bound_le_B0_objective,round_count,added_column_count,pool_column_count,master_column_count,final_judge_status,final_judge_source,final_judge_wall_time,final_judge_negative_count,manual_priced_column_count,manual_rc_audit_pass,pricing_rc_audit_pass,proof_debt_unreleased_count,wall_time,note
10,lunar_ice_sp50_010_012_seed729072,B0_pure_direct_dp,10,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,2680.802367,,,0,0,,,,,,,,,,,0.143102,"Optimal over the fixed logical graph with all three per-leg path choices and exhaustive direct DP; this is an exact baseline, not a true-dual BPC certificate."
10,lunar_ice_sp50_010_012_seed729072,B1B_seeded_root_CG,10,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,2680.802367,2680.802367,True,4,175,187,187,COMPLETE_DIRECT_UNIVERSE_RC_AUDITED,provided_complete_universe_cache,0.000232,0,288,True,True,0,0.202069,Root LP bound is certified by journey RMP plus exhaustive true-dual fixed-graph pricing.
10,lunar_ice_sp50_010_017_seed729037,B0_pure_direct_dp,10,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,2381.630609,,,0,0,,,,,,,,,,,0.091007,"Optimal over the fixed logical graph with all three per-leg path choices and exhaustive direct DP; this is an exact baseline, not a true-dual BPC certificate."
10,lunar_ice_sp50_010_017_seed729037,B1B_seeded_root_CG,10,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,2381.630609,2381.630609,True,3,191,203,203,COMPLETE_DIRECT_UNIVERSE_RC_AUDITED,provided_complete_universe_cache,0.000214,0,269,True,True,0,0.121543,Root LP bound is certified by journey RMP plus exhaustive true-dual fixed-graph pricing.
10,lunar_ice_sp50_010_019_seed729039,B0_pure_direct_dp,10,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,2624.591118,,,0,0,,,,,,,,,,,0.108816,"Optimal over the fixed logical graph with all three per-leg path choices and exhaustive direct DP; this is an exact baseline, not a true-dual BPC certificate."
10,lunar_ice_sp50_010_019_seed729039,B1B_seeded_root_CG,10,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,2624.591118,2624.591117,True,3,151,163,163,COMPLETE_DIRECT_UNIVERSE_RC_AUDITED,provided_complete_universe_cache,0.000245,0,305,True,True,0,0.127168,Root LP bound is certified by journey RMP plus exhaustive true-dual fixed-graph pricing.
10,lunar_ice_sp50_010_020_seed729040,B0_pure_direct_dp,10,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,2450.749173,,,0,0,,,,,,,,,,,0.123684,"Optimal over the fixed logical graph with all three per-leg path choices and exhaustive direct DP; this is an exact baseline, not a true-dual BPC certificate."
10,lunar_ice_sp50_010_020_seed729040,B1B_seeded_root_CG,10,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,2450.749173,2450.749173,True,3,132,144,144,COMPLETE_DIRECT_UNIVERSE_RC_AUDITED,provided_complete_universe_cache,0.000224,0,278,True,True,0,0.148042,Root LP bound is certified by journey RMP plus exhaustive true-dual fixed-graph pricing.
10,lunar_ice_sp50_010_018_seed729118,B0_pure_direct_dp,10,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,2632.80288,,,0,0,,,,,,,,,,,0.139493,"Optimal over the fixed logical graph with all three per-leg path choices and exhaustive direct DP; this is an exact baseline, not a true-dual BPC certificate."
10,lunar_ice_sp50_010_018_seed729118,B1B_seeded_root_CG,10,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,2632.80288,2632.80288,True,3,193,205,205,COMPLETE_DIRECT_UNIVERSE_RC_AUDITED,provided_complete_universe_cache,0.000249,0,318,True,True,0,0.186765,Root LP bound is certified by journey RMP plus exhaustive true-dual fixed-graph pricing.
20,lunar_ice_sp50_020_004_seed829004,B0_pure_direct_dp,20,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,6290.10408,,,0,0,,,,,,,,,,,6.525707,"Optimal over the fixed logical graph with all three per-leg path choices and exhaustive direct DP; this is an exact baseline, not a true-dual BPC certificate."
20,lunar_ice_sp50_020_004_seed829004,B1B_seeded_root_CG,20,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,6290.10408,6290.104079,True,8,1650,1673,1673,COMPLETE_DIRECT_UNIVERSE_RC_AUDITED,provided_complete_universe_cache,0.011681,0,12705,True,True,0,28.913781,Root LP bound is certified by journey RMP plus exhaustive true-dual fixed-graph pricing.
20,lunar_ice_sp50_020_002_seed829002,B0_pure_direct_dp,20,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,6766.890301,,,0,0,,,,,,,,,,,4.436333,"Optimal over the fixed logical graph with all three per-leg path choices and exhaustive direct DP; this is an exact baseline, not a true-dual BPC certificate."
20,lunar_ice_sp50_020_002_seed829002,B1B_seeded_root_CG,20,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,6766.890301,6766.890301,True,7,1512,1535,1535,COMPLETE_DIRECT_UNIVERSE_RC_AUDITED,provided_complete_universe_cache,0.007465,0,7889,True,True,0,22.207654,Root LP bound is certified by journey RMP plus exhaustive true-dual fixed-graph pricing.
20,lunar_ice_sp50_020_001_seed829001,B0_pure_direct_dp,20,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,7386.805908,,,0,0,,,,,,,,,,,7.389181,"Optimal over the fixed logical graph with all three per-leg path choices and exhaustive direct DP; this is an exact baseline, not a true-dual BPC certificate."
20,lunar_ice_sp50_020_001_seed829001,B1B_seeded_root_CG,20,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,7386.805908,7386.805908,True,6,1423,1446,1446,COMPLETE_DIRECT_UNIVERSE_RC_AUDITED,provided_complete_universe_cache,0.01457,0,16019,True,True,0,22.903332,Root LP bound is certified by journey RMP plus exhaustive true-dual fixed-graph pricing.
20,lunar_ice_sp50_020_003_seed829003,B0_pure_direct_dp,20,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,8052.53043,,,0,0,,,,,,,,,,,12.528192,"Optimal over the fixed logical graph with all three per-leg path choices and exhaustive direct DP; this is an exact baseline, not a true-dual BPC certificate."
20,lunar_ice_sp50_020_003_seed829003,B1B_seeded_root_CG,20,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,8052.53043,8052.53043,True,7,1736,1759,1759,COMPLETE_DIRECT_UNIVERSE_RC_AUDITED,provided_complete_universe_cache,0.016224,0,17647,True,True,0,35.969759,Root LP bound is certified by journey RMP plus exhaustive true-dual fixed-graph pricing.
20,lunar_ice_sp50_020_005_seed829005,B0_pure_direct_dp,20,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,6220.730886,,,0,0,,,,,,,,,,,19.50967,"Optimal over the fixed logical graph with all three per-leg path choices and exhaustive direct DP; this is an exact baseline, not a true-dual BPC certificate."
20,lunar_ice_sp50_020_005_seed829005,B1B_seeded_root_CG,20,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,6220.730886,6220.730886,True,6,1443,1466,1466,COMPLETE_DIRECT_UNIVERSE_RC_AUDITED,provided_complete_universe_cache,0.016897,0,19130,True,True,0,33.129227,Root LP bound is certified by journey RMP plus exhaustive true-dual fixed-graph pricing.
20,lunar_ice_sp50_020_008_seed829008,B0_pure_direct_dp,20,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,6493.304113,,,0,0,,,,,,,,,,,16.711504,"Optimal over the fixed logical graph with all three per-leg path choices and exhaustive direct DP; this is an exact baseline, not a true-dual BPC certificate."
20,lunar_ice_sp50_020_008_seed829008,B1B_seeded_root_CG,20,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,6493.304113,6493.304113,True,6,1731,1754,1754,COMPLETE_DIRECT_UNIVERSE_RC_AUDITED,provided_complete_universe_cache,0.017789,0,18391,True,True,0,30.686284,Root LP bound is certified by journey RMP plus exhaustive true-dual fixed-graph pricing.
20,lunar_ice_sp50_020_006_seed829006,B0_pure_direct_dp,20,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,7865.563256,,,0,0,,,,,,,,,,,5.223331,"Optimal over the fixed logical graph with all three per-leg path choices and exhaustive direct DP; this is an exact baseline, not a true-dual BPC certificate."
20,lunar_ice_sp50_020_006_seed829006,B1B_seeded_root_CG,20,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,7865.563256,7865.563256,True,6,1664,1687,1687,COMPLETE_DIRECT_UNIVERSE_RC_AUDITED,provided_complete_universe_cache,0.010341,0,11906,True,True,0,25.888978,Root LP bound is certified by journey RMP plus exhaustive true-dual fixed-graph pricing.
20,lunar_ice_sp50_020_009_seed829009,B0_pure_direct_dp,20,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,6989.192613,,,0,0,,,,,,,,,,,9.96715,"Optimal over the fixed logical graph with all three per-leg path choices and exhaustive direct DP; this is an exact baseline, not a true-dual BPC certificate."
20,lunar_ice_sp50_020_009_seed829009,B1B_seeded_root_CG,20,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,6989.192613,6989.192613,True,6,1389,1412,1412,COMPLETE_DIRECT_UNIVERSE_RC_AUDITED,provided_complete_universe_cache,0.011086,0,12030,True,True,0,25.178747,Root LP bound is certified by journey RMP plus exhaustive true-dual fixed-graph pricing.
20,lunar_ice_sp50_020_010_seed829010,B0_pure_direct_dp,20,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,6713.181569,,,0,0,,,,,,,,,,,18.315986,"Optimal over the fixed logical graph with all three per-leg path choices and exhaustive direct DP; this is an exact baseline, not a true-dual BPC certificate."
20,lunar_ice_sp50_020_010_seed829010,B1B_seeded_root_CG,20,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,6713.181569,6713.181569,True,6,1390,1413,1413,COMPLETE_DIRECT_UNIVERSE_RC_AUDITED,provided_complete_universe_cache,0.020465,0,22217,True,True,0,30.719735,Root LP bound is certified by journey RMP plus exhaustive true-dual fixed-graph pricing.
20,lunar_ice_sp50_020_007_seed829027,B0_pure_direct_dp,20,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,7668.079173,,,0,0,,,,,,,,,,,10.395067,"Optimal over the fixed logical graph with all three per-leg path choices and exhaustive direct DP; this is an exact baseline, not a true-dual BPC certificate."
20,lunar_ice_sp50_020_007_seed829027,B1B_seeded_root_CG,20,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,7668.079173,7668.079173,True,5,1212,1235,1235,COMPLETE_DIRECT_UNIVERSE_RC_AUDITED,provided_complete_universe_cache,0.010249,0,11741,True,True,0,17.904164,Root LP bound is certified by journey RMP plus exhaustive true-dual fixed-graph pricing.
20,lunar_ice_sp50_020_011_seed829011,B0_pure_direct_dp,20,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,6565.530217,,,0,0,,,,,,,,,,,31.588598,"Optimal over the fixed logical graph with all three per-leg path choices and exhaustive direct DP; this is an exact baseline, not a true-dual BPC certificate."
20,lunar_ice_sp50_020_011_seed829011,B1B_seeded_root_CG,20,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,6565.530217,6565.530217,True,5,1242,1265,1265,COMPLETE_DIRECT_UNIVERSE_RC_AUDITED,provided_complete_universe_cache,0.011573,0,13187,True,True,0,37.256372,Root LP bound is certified by journey RMP plus exhaustive true-dual fixed-graph pricing.
20,lunar_ice_sp50_020_012_seed829012,B0_pure_direct_dp,20,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,5996.219161,,,0,0,,,,,,,,,,,19.548202,"Optimal over the fixed logical graph with all three per-leg path choices and exhaustive direct DP; this is an exact baseline, not a true-dual BPC certificate."
20,lunar_ice_sp50_020_012_seed829012,B1B_seeded_root_CG,20,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,5996.219161,5991.76373,True,6,1586,1609,1609,COMPLETE_DIRECT_UNIVERSE_RC_AUDITED,provided_complete_universe_cache,0.014293,0,15497,True,True,0,36.993866,Root LP bound is certified by journey RMP plus exhaustive true-dual fixed-graph pricing.
20,lunar_ice_sp50_020_013_seed829013,B0_pure_direct_dp,20,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,6296.161022,,,0,0,,,,,,,,,,,15.026002,"Optimal over the fixed logical graph with all three per-leg path choices and exhaustive direct DP; this is an exact baseline, not a true-dual BPC certificate."
20,lunar_ice_sp50_020_013_seed829013,B1B_seeded_root_CG,20,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,6296.161022,6294.514103,True,8,2066,2089,2089,COMPLETE_DIRECT_UNIVERSE_RC_AUDITED,provided_complete_universe_cache,0.018341,0,19925,True,True,0,36.667275,Root LP bound is certified by journey RMP plus exhaustive true-dual fixed-graph pricing.
20,lunar_ice_sp50_020_014_seed829014,B0_pure_direct_dp,20,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,6417.637033,,,0,0,,,,,,,,,,,17.001538,"Optimal over the fixed logical graph with all three per-leg path choices and exhaustive direct DP; this is an exact baseline, not a true-dual BPC certificate."
20,lunar_ice_sp50_020_014_seed829014,B1B_seeded_root_CG,20,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,6417.637033,6417.637033,True,7,1613,1636,1636,COMPLETE_DIRECT_UNIVERSE_RC_AUDITED,provided_complete_universe_cache,0.014104,0,14929,True,True,0,35.95472,Root LP bound is certified by journey RMP plus exhaustive true-dual fixed-graph pricing.
20,lunar_ice_sp50_020_015_seed829015,B0_pure_direct_dp,20,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,7423.892019,,,0,0,,,,,,,,,,,11.782787,"Optimal over the fixed logical graph with all three per-leg path choices and exhaustive direct DP; this is an exact baseline, not a true-dual BPC certificate."
20,lunar_ice_sp50_020_015_seed829015,B1B_seeded_root_CG,20,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,7423.892019,7423.892019,True,6,1647,1670,1670,COMPLETE_DIRECT_UNIVERSE_RC_AUDITED,provided_complete_universe_cache,0.023703,0,26178,True,True,0,31.87752,Root LP bound is certified by journey RMP plus exhaustive true-dual fixed-graph pricing.
20,lunar_ice_sp50_020_016_seed829016,B0_pure_direct_dp,20,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,6810.417414,,,0,0,,,,,,,,,,,6.885129,"Optimal over the fixed logical graph with all three per-leg path choices and exhaustive direct DP; this is an exact baseline, not a true-dual BPC certificate."
20,lunar_ice_sp50_020_016_seed829016,B1B_seeded_root_CG,20,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,6810.417414,6810.417413,True,7,1381,1404,1404,COMPLETE_DIRECT_UNIVERSE_RC_AUDITED,provided_complete_universe_cache,0.01234,0,13936,True,True,0,16.723194,Root LP bound is certified by journey RMP plus exhaustive true-dual fixed-graph pricing.
20,lunar_ice_sp50_020_017_seed829017,B0_pure_direct_dp,20,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,6086.210264,,,0,0,,,,,,,,,,,22.43447,"Optimal over the fixed logical graph with all three per-leg path choices and exhaustive direct DP; this is an exact baseline, not a true-dual BPC certificate."
20,lunar_ice_sp50_020_017_seed829017,B1B_seeded_root_CG,20,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,6086.210264,6086.210263,True,6,2087,2110,2110,COMPLETE_DIRECT_UNIVERSE_RC_AUDITED,provided_complete_universe_cache,0.024861,0,26733,True,True,0,42.321256,Root LP bound is certified by journey RMP plus exhaustive true-dual fixed-graph pricing.
20,lunar_ice_sp50_020_018_seed829018,B0_pure_direct_dp,20,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,6552.716,,,0,0,,,,,,,,,,,10.048879,"Optimal over the fixed logical graph with all three per-leg path choices and exhaustive direct DP; this is an exact baseline, not a true-dual BPC certificate."
20,lunar_ice_sp50_020_018_seed829018,B1B_seeded_root_CG,20,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,6552.716,6552.716,True,7,2081,2104,2104,COMPLETE_DIRECT_UNIVERSE_RC_AUDITED,provided_complete_universe_cache,0.013432,0,15283,True,True,0,37.677519,Root LP bound is certified by journey RMP plus exhaustive true-dual fixed-graph pricing.
20,lunar_ice_sp50_020_019_seed829019,B0_pure_direct_dp,20,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,7107.857934,,,0,0,,,,,,,,,,,11.823681,"Optimal over the fixed logical graph with all three per-leg path choices and exhaustive direct DP; this is an exact baseline, not a true-dual BPC certificate."
20,lunar_ice_sp50_020_019_seed829019,B1B_seeded_root_CG,20,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,7107.857934,7107.857934,True,6,1674,1697,1697,COMPLETE_DIRECT_UNIVERSE_RC_AUDITED,provided_complete_universe_cache,0.014904,0,15143,True,True,0,27.896818,Root LP bound is certified by journey RMP plus exhaustive true-dual fixed-graph pricing.
20,lunar_ice_sp50_020_020_seed829020,B0_pure_direct_dp,20,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,7109.354738,,,0,0,,,,,,,,,,,8.665993,"Optimal over the fixed logical graph with all three per-leg path choices and exhaustive direct DP; this is an exact baseline, not a true-dual BPC certificate."
20,lunar_ice_sp50_020_020_seed829020,B1B_seeded_root_CG,20,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,7109.354738,7109.354738,True,5,1450,1473,1473,COMPLETE_DIRECT_UNIVERSE_RC_AUDITED,provided_complete_universe_cache,0.012282,0,13178,True,True,0,24.278764,Root LP bound is certified by journey RMP plus exhaustive true-dual fixed-graph pricing.
30,lunar_ice_sp50_030_001_seed929001,B0_pure_direct_dp,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,0,0,,,,,,,,,,,0.001737,task_count=30 exceeds max_exact_tasks=20
30,lunar_ice_sp50_030_001_seed929001,B1B_seeded_root_CG,20,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,0,0,0,0,,,,,,False,False,0,3.3e-05,task_count=30 exceeds max_direct_tasks=20
30,lunar_ice_sp50_030_004_seed929004,B0_pure_direct_dp,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,0,0,,,,,,,,,,,0.001783,task_count=30 exceeds max_exact_tasks=20
30,lunar_ice_sp50_030_004_seed929004,B1B_seeded_root_CG,20,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,0,0,0,0,,,,,,False,False,0,2.5e-05,task_count=30 exceeds max_direct_tasks=20
30,lunar_ice_sp50_030_002_seed929002,B0_pure_direct_dp,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,0,0,,,,,,,,,,,0.001934,task_count=30 exceeds max_exact_tasks=20
30,lunar_ice_sp50_030_002_seed929002,B1B_seeded_root_CG,20,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,0,0,0,0,,,,,,False,False,0,2.5e-05,task_count=30 exceeds max_direct_tasks=20
30,lunar_ice_sp50_030_003_seed929003,B0_pure_direct_dp,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,0,0,,,,,,,,,,,0.001921,task_count=30 exceeds max_exact_tasks=20
30,lunar_ice_sp50_030_003_seed929003,B1B_seeded_root_CG,20,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,0,0,0,0,,,,,,False,False,0,2.3e-05,task_count=30 exceeds max_direct_tasks=20
30,lunar_ice_sp50_030_006_seed929006,B0_pure_direct_dp,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,0,0,,,,,,,,,,,0.001727,task_count=30 exceeds max_exact_tasks=20
30,lunar_ice_sp50_030_006_seed929006,B1B_seeded_root_CG,20,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,0,0,0,0,,,,,,False,False,0,2.5e-05,task_count=30 exceeds max_direct_tasks=20
30,lunar_ice_sp50_030_008_seed929008,B0_pure_direct_dp,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,0,0,,,,,,,,,,,0.001836,task_count=30 exceeds max_exact_tasks=20
30,lunar_ice_sp50_030_008_seed929008,B1B_seeded_root_CG,20,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,0,0,0,0,,,,,,False,False,0,2.6e-05,task_count=30 exceeds max_direct_tasks=20
30,lunar_ice_sp50_030_005_seed929005,B0_pure_direct_dp,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,0,0,,,,,,,,,,,0.002152,task_count=30 exceeds max_exact_tasks=20
30,lunar_ice_sp50_030_005_seed929005,B1B_seeded_root_CG,20,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,0,0,0,0,,,,,,False,False,0,6.7e-05,task_count=30 exceeds max_direct_tasks=20
30,lunar_ice_sp50_030_007_seed929007,B0_pure_direct_dp,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,0,0,,,,,,,,,,,0.00176,task_count=30 exceeds max_exact_tasks=20
30,lunar_ice_sp50_030_007_seed929007,B1B_seeded_root_CG,20,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,0,0,0,0,,,,,,False,False,0,2.6e-05,task_count=30 exceeds max_direct_tasks=20
30,lunar_ice_sp50_030_009_seed929009,B0_pure_direct_dp,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,0,0,,,,,,,,,,,0.002227,task_count=30 exceeds max_exact_tasks=20
30,lunar_ice_sp50_030_009_seed929009,B1B_seeded_root_CG,20,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,0,0,0,0,,,,,,False,False,0,2.4e-05,task_count=30 exceeds max_direct_tasks=20
30,lunar_ice_sp50_030_011_seed929011,B0_pure_direct_dp,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,0,0,,,,,,,,,,,0.002846,task_count=30 exceeds max_exact_tasks=20
30,lunar_ice_sp50_030_011_seed929011,B1B_seeded_root_CG,20,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,0,0,0,0,,,,,,False,False,0,4.7e-05,task_count=30 exceeds max_direct_tasks=20
30,lunar_ice_sp50_030_010_seed929010,B0_pure_direct_dp,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,0,0,,,,,,,,,,,0.002608,task_count=30 exceeds max_exact_tasks=20
30,lunar_ice_sp50_030_010_seed929010,B1B_seeded_root_CG,20,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,0,0,0,0,,,,,,False,False,0,2.3e-05,task_count=30 exceeds max_direct_tasks=20
30,lunar_ice_sp50_030_012_seed929012,B0_pure_direct_dp,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,0,0,,,,,,,,,,,0.001717,task_count=30 exceeds max_exact_tasks=20
30,lunar_ice_sp50_030_012_seed929012,B1B_seeded_root_CG,20,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,0,0,0,0,,,,,,False,False,0,2.4e-05,task_count=30 exceeds max_direct_tasks=20
30,lunar_ice_sp50_030_013_seed929013,B0_pure_direct_dp,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,0,0,,,,,,,,,,,0.001795,task_count=30 exceeds max_exact_tasks=20
30,lunar_ice_sp50_030_013_seed929013,B1B_seeded_root_CG,20,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,0,0,0,0,,,,,,False,False,0,2.4e-05,task_count=30 exceeds max_direct_tasks=20
30,lunar_ice_sp50_030_014_seed929014,B0_pure_direct_dp,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,FEASIBLE_INCUMBENT_ONLY,,False,,,,0,0,,,,,,,,,,,0.002243,task_count=30 exceeds max_exact_tasks=20
30,lunar_ice_sp50_030_014_seed929014,B1B_seeded_root_CG,20,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,,0,0,0,0,,,,,,False,False,0,2.4e-05,task_count=30 exceeds max_direct_tasks=20
