matrix_group,scale,instance_id,mode,algorithm_status,certificate_scope,pricing_state,uses_true_dual_bpc_certificate,B0_direct_objective,reference_solution_upper_bound,reference_solution_upper_bound_source,direct_bound_pruning_root_bound,direct_bound_pruning_active,journey_label_bound_pruned_count,objective_schema_version,objective_mode,objective_reference_cost,objective_reference_risk,objective_reference_completion,objective_reference_makespan_metric,objective_makespan_enters_pricing_objective,solution_raw_operating_cost,solution_raw_risk,solution_raw_weighted_completion_time,solution_raw_makespan,solution_raw_objective_unscaled_weighted_sum,solution_normalized_operating_cost,solution_normalized_risk,solution_normalized_weighted_completion_time,solution_normalized_makespan_metric,solution_normalized_objective,solution_official_objective,solution_makespan_enters_pricing_objective,B2B_R3_root_lp_bound,B3_global_lb,B3_global_ub,B3_global_gap,objective_diff_vs_B0,B3_tree_closed,BPC_TREE_OPTIMAL_count,BPC_NODE_LP_CERTIFIED_count,node_count,evaluated_node_count,open_node_count,incomplete_node_count,pruned_by_bound_count,integer_incumbent_count,branch_count,max_depth_reached,NO_FRACTIONAL_RF_PAIR_count,manual_rc_audit_pass,pricing_rc_audit_pass,branch_pricing_audit_pass,proof_debt_unreleased_count,selected_harvest_addability_fail_count,all_node_ledgers_valid,direct_dp_used_as_bpc_certificate,root_bound_gt_B0_violation,tree_incumbent_diff_vs_B0,certificate_scope_regression,manual_rc_fail,pricing_rc_fail,branch_pricing_audit_fail,proof_debt_unreleased_certified,direct_dp_certificate_leak,NO_FRACTIONAL_RF_PAIR_treated_as_integral,open_node_but_tree_optimal,incomplete_node_but_tree_optimal,wall_time,fail_closed_reason,attempted_exception_type,attempted_max_direct_tasks,rmp_memory_precheck_failed,rmp_memory_precheck_stage,rmp_memory_precheck_reason,rmp_memory_precheck_estimated_column_count,rmp_memory_precheck_estimated_tableau_cells,rmp_memory_precheck_cell_limit
20-scale full normalized objective,20,lunar_ice_sp50_020_008_seed829008,B3A_full_universe_branch_audit,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,1.632942,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4966.000895,182.788358896,6252.834645989,1680.0,False,2965.364179,115.322716,6329.453819,1111.922762,5612.468423,0.597133235,0.630908427,1.01225351,0.661858787,1.632943,1.632942,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.010182,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b3a_full_universe_node_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000
20-scale full normalized objective,20,lunar_ice_sp50_020_008_seed829008,B3B_seeded_branch_price_tree,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1.632942,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4966.000895,182.788358896,6252.834645989,1680.0,False,2965.364179,115.322716,6329.453819,1111.922762,5612.468423,0.597133235,0.630908427,1.01225351,0.661858787,1.632943,1.632942,False,,1.632942,1.632942,0.0,0.0,True,1,1,1,1,0,0,0,1,0,0,0,,,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,140.900626,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_009_seed829009,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.893717,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4873.801336,184.313377657,6704.362166051,1680.0,False,3588.029749,138.577524,6799.42464,1062.842533,6446.377129,0.736187116,0.751858198,1.014179197,0.632644365,1.893717,1.893717,False,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,19.437599,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_009_seed829009,B2_PRODUCT_EXACT_SOLVER,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.893717,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4873.801336,184.313377657,6704.362166051,1680.0,False,3588.029749,138.577524,6799.42464,1062.842533,6446.377129,0.736187116,0.751858198,1.014179197,0.632644365,1.893717,1.893717,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,19.4058,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_009_seed829009,B2B_R3_true_dual_negative_search_worker,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,1.893717,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4873.801336,184.313377657,6704.362166051,1680.0,False,3588.029749,138.577524,6799.42464,1062.842533,6446.377129,0.736187116,0.751858198,1.014179197,0.632644365,1.893717,1.893717,False,1.893717,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,True,True,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,82.768948,Stopped after max_rounds=8; B2B_R3_true_dual_negative_search_worker worker/final-judge root proof is incomplete.,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_009_seed829009,B3A_full_universe_branch_audit,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,1.893717,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4873.801336,184.313377657,6704.362166051,1680.0,False,3588.029749,138.577524,6799.42464,1062.842533,6446.377129,0.736187116,0.751858198,1.014179197,0.632644365,1.893717,1.893717,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.008292,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b3a_full_universe_node_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000
20-scale full normalized objective,20,lunar_ice_sp50_020_009_seed829009,B3B_seeded_branch_price_tree,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1.893717,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4873.801336,184.313377657,6704.362166051,1680.0,False,3588.029749,138.577524,6799.42464,1062.842533,6446.377129,0.736187116,0.751858198,1.014179197,0.632644365,1.893717,1.893717,False,,1.893717,1.893717,0.0,0.0,True,1,3,3,3,0,0,1,1,2,1,0,,,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,71.730829,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_010_seed829010,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.63639,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4842.59149,173.604532357,6510.555504182,1680.0,False,2912.410126,109.936597,6538.491152,1081.899833,5637.743184,0.601415612,0.633258795,1.004290824,0.643987996,1.636391,1.63639,False,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,44.704052,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_010_seed829010,B2_PRODUCT_EXACT_SOLVER,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.63639,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4842.59149,173.604532357,6510.555504182,1680.0,False,2912.410126,109.936597,6538.491152,1081.899833,5637.743184,0.601415612,0.633258795,1.004290824,0.643987996,1.636391,1.63639,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,45.646882,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_010_seed829010,B2B_R3_true_dual_negative_search_worker,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,1.63639,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4842.59149,173.604532357,6510.555504182,1680.0,False,2912.410126,109.936597,6538.491152,1081.899833,5637.743184,0.601415612,0.633258795,1.004290824,0.643987996,1.636391,1.63639,False,1.63639,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,True,True,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,139.111787,Stopped after max_rounds=8; B2B_R3_true_dual_negative_search_worker worker/final-judge root proof is incomplete.,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_010_seed829010,B3A_full_universe_branch_audit,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,1.63639,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4842.59149,173.604532357,6510.555504182,1680.0,False,2912.410126,109.936597,6538.491152,1081.899833,5637.743184,0.601415612,0.633258795,1.004290824,0.643987996,1.636391,1.63639,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.014445,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b3a_full_universe_node_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000
20-scale full normalized objective,20,lunar_ice_sp50_020_010_seed829010,B3B_seeded_branch_price_tree,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1.63639,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4842.59149,173.604532357,6510.555504182,1680.0,False,2912.410126,109.936597,6538.491152,1081.899833,5637.743184,0.601415612,0.633258795,1.004290824,0.643987996,1.636391,1.63639,False,,1.63639,1.63639,0.0,0.0,True,1,9,9,9,0,0,2,3,8,3,0,,,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,219.569365,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_011_seed829011,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.529607,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4877.489791,179.998834072,6352.814339099,1680.0,False,2692.303313,103.186097,6422.096931,961.340266,5364.328182,0.551985433,0.573259808,1.010905811,0.572226349,1.529608,1.529607,False,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,69.232016,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_011_seed829011,B2_PRODUCT_EXACT_SOLVER,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.529607,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4877.489791,179.998834072,6352.814339099,1680.0,False,2692.303313,103.186097,6422.096931,961.340266,5364.328182,0.551985433,0.573259808,1.010905811,0.572226349,1.529608,1.529607,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,68.792541,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_011_seed829011,B2B_R3_true_dual_negative_search_worker,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,1.529607,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4877.489791,179.998834072,6352.814339099,1680.0,False,2692.303313,103.186097,6422.096931,961.340266,5364.328182,0.551985433,0.573259808,1.010905811,0.572226349,1.529608,1.529607,False,1.529607,,,,0.0,False,0,1,0,0,0,0,0,0,0,0,0,True,True,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,346.247737,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_011_seed829011,B3A_full_universe_branch_audit,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,1.529607,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4877.489791,179.998834072,6352.814339099,1680.0,False,2692.303313,103.186097,6422.096931,961.340266,5364.328182,0.551985433,0.573259808,1.010905811,0.572226349,1.529608,1.529607,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.013144,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b3a_full_universe_node_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000
20-scale full normalized objective,20,lunar_ice_sp50_020_011_seed829011,B3B_seeded_branch_price_tree,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1.529607,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4877.489791,179.998834072,6352.814339099,1680.0,False,2692.303313,103.186097,6422.096931,961.340266,5364.328182,0.551985433,0.573259808,1.010905811,0.572226349,1.529608,1.529607,False,,1.529607,1.529607,0.0,0.0,True,1,1,1,1,0,0,0,1,0,0,0,,,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,139.233267,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_012_seed829012,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.558215,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5015.822784,176.470193394,5765.469053699,1680.0,False,2810.229876,104.507948,5848.051938,928.173585,5253.958599,0.56027296,0.59221303,1.014323706,0.552484277,1.558215,1.558215,False,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,44.957734,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_012_seed829012,B2_PRODUCT_EXACT_SOLVER,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.558215,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5015.822784,176.470193394,5765.469053699,1680.0,False,2810.229876,104.507948,5848.051938,928.173585,5253.958599,0.56027296,0.59221303,1.014323706,0.552484277,1.558215,1.558215,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,44.995551,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_012_seed829012,B2B_R3_true_dual_negative_search_worker,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,1.558215,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5015.822784,176.470193394,5765.469053699,1680.0,False,2810.229876,104.507948,5848.051938,928.173585,5253.958599,0.56027296,0.59221303,1.014323706,0.552484277,1.558215,1.558215,False,1.552393,,,,-0.005822,False,0,0,0,0,0,0,0,0,0,0,0,True,True,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,184.245589,Stopped after max_rounds=8; B2B_R3_true_dual_negative_search_worker worker/final-judge root proof is incomplete.,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_012_seed829012,B3A_full_universe_branch_audit,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,1.558215,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5015.822784,176.470193394,5765.469053699,1680.0,False,2810.229876,104.507948,5848.051938,928.173585,5253.958599,0.56027296,0.59221303,1.014323706,0.552484277,1.558215,1.558215,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.009649,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b3a_full_universe_node_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000
20-scale full normalized objective,20,lunar_ice_sp50_020_012_seed829012,B3B_seeded_branch_price_tree,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1.558215,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5015.822784,176.470193394,5765.469053699,1680.0,False,2810.229876,104.507948,5848.051938,928.173585,5253.958599,0.56027296,0.59221303,1.014323706,0.552484277,1.558215,1.558215,False,,1.558215,1.558215,0.0,0.0,True,1,13,13,13,0,0,6,1,12,4,0,,,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,245.471623,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_013_seed829013,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.587061,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4829.980165,176.18723231,6077.110048576,1680.0,False,2767.120179,106.835479,6195.330302,966.726902,5352.087779,0.572905081,0.606374694,1.019453367,0.57543268,1.587061,1.587061,False,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,37.403262,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_013_seed829013,B2_PRODUCT_EXACT_SOLVER,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.587061,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4829.980165,176.18723231,6077.110048576,1680.0,False,2767.120179,106.835479,6195.330302,966.726902,5352.087779,0.572905081,0.606374694,1.019453367,0.57543268,1.587061,1.587061,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,38.166675,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_013_seed829013,B2B_R3_true_dual_negative_search_worker,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,1.587061,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4829.980165,176.18723231,6077.110048576,1680.0,False,2767.120179,106.835479,6195.330302,966.726902,5352.087779,0.572905081,0.606374694,1.019453367,0.57543268,1.587061,1.587061,False,1.587061,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,True,True,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,116.880365,Stopped after max_rounds=8; B2B_R3_true_dual_negative_search_worker worker/final-judge root proof is incomplete.,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_013_seed829013,B3A_full_universe_branch_audit,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,1.587061,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4829.980165,176.18723231,6077.110048576,1680.0,False,2767.120179,106.835479,6195.330302,966.726902,5352.087779,0.572905081,0.606374694,1.019453367,0.57543268,1.587061,1.587061,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.011993,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b3a_full_universe_node_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000
20-scale full normalized objective,20,lunar_ice_sp50_020_013_seed829013,B3B_seeded_branch_price_tree,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1.587061,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4829.980165,176.18723231,6077.110048576,1680.0,False,2767.120179,106.835479,6195.330302,966.726902,5352.087779,0.572905081,0.606374694,1.019453367,0.57543268,1.587061,1.587061,False,,1.587061,1.587061,0.0,0.0,True,1,1,1,1,0,0,0,1,0,0,0,,,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,87.910161,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_014_seed829014,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.664084,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4903.721139,176.966553934,6179.294387923,1680.0,False,3072.143921,112.07398,6245.499386,1039.903552,5682.417655,0.626492379,0.633305998,1.010714006,0.61899021,1.664084,1.664084,False,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,38.2815,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_014_seed829014,B2_PRODUCT_EXACT_SOLVER,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.664084,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4903.721139,176.966553934,6179.294387923,1680.0,False,3072.143921,112.07398,6245.499386,1039.903552,5682.417655,0.626492379,0.633305998,1.010714006,0.61899021,1.664084,1.664084,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,38.392496,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_014_seed829014,B2B_R3_true_dual_negative_search_worker,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,1.664084,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4903.721139,176.966553934,6179.294387923,1680.0,False,3072.143921,112.07398,6245.499386,1039.903552,5682.417655,0.626492379,0.633305998,1.010714006,0.61899021,1.664084,1.664084,False,1.664084,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,True,True,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,162.307685,Stopped after max_rounds=8; B2B_R3_true_dual_negative_search_worker worker/final-judge root proof is incomplete.,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_014_seed829014,B3A_full_universe_branch_audit,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,1.664084,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4903.721139,176.966553934,6179.294387923,1680.0,False,3072.143921,112.07398,6245.499386,1039.903552,5682.417655,0.626492379,0.633305998,1.010714006,0.61899021,1.664084,1.664084,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0.011266,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b3a_full_universe_node_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000
20-scale full normalized objective,20,lunar_ice_sp50_020_014_seed829014,B3B_seeded_branch_price_tree,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1.664084,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4903.721139,176.966553934,6179.294387923,1680.0,False,3072.143921,112.07398,6245.499386,1039.903552,5682.417655,0.626492379,0.633305998,1.010714006,0.61899021,1.664084,1.664084,False,,1.664084,1.664084,0.0,0.0,True,1,1,1,1,0,0,0,1,0,0,0,,,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,96.755915,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_015_seed829015,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.599074,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4954.841084,168.756659972,7177.321650271,1680.0,False,2966.114948,100.161537,7301.453615,1189.870854,5986.857931,0.598629683,0.593526424,1.017295026,0.708256461,1.599074,1.599074,False,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,28.796597,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_015_seed829015,B2_PRODUCT_EXACT_SOLVER,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,1.599074,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4954.841084,168.756659972,7177.321650271,1680.0,False,2966.114948,100.161537,7301.453615,1189.870854,5986.857931,0.598629683,0.593526424,1.017295026,0.708256461,1.599074,1.599074,False,,,,,0.0,False,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,29.445001,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_015_seed829015,B2B_R3_true_dual_negative_search_worker,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,1.599074,,,,,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4954.841084,168.756659972,7177.321650271,1680.0,False,2966.114948,100.161537,7301.453615,1189.870854,5986.857931,0.598629683,0.593526424,1.017295026,0.708256461,1.599074,1.599074,False,1.598213,,,,-0.000861,False,0,0,0,0,0,0,0,0,0,0,0,True,True,,0,0,True,False,0,0,0,0,0,0,0,0,0,0,0,122.971259,Stopped after max_rounds=8; B2B_R3_true_dual_negative_search_worker worker/final-judge root proof is incomplete.,,,False,,,,,
