matrix_group,scale,instance_id,mode,baseline_name,candidate_name,seed_builder,initial_column_count,full_universe_column_count,full_universe_preloaded,algorithm_status,certificate_scope,pricing_state,uses_true_dual_bpc_certificate,official_lower_bound_source,official_lower_bound_scope,B0_direct_objective,objective_schema_version,objective_mode,objective_reference_cost,objective_reference_risk,objective_reference_completion,objective_reference_makespan_metric,objective_makespan_enters_pricing_objective,solution_raw_operating_cost,solution_raw_risk,solution_raw_weighted_completion_time,solution_raw_makespan,solution_raw_objective_unscaled_weighted_sum,solution_normalized_operating_cost,solution_normalized_risk,solution_normalized_weighted_completion_time,solution_normalized_makespan_metric,solution_normalized_objective,solution_official_objective,solution_makespan_enters_pricing_objective,root_lp_bound,root_lp_bound_official,root_bound_le_B0_objective,pricing_round_count,final_judge_call_count,candidate_negative_count,addable_negative_count,duplicate_in_current_master_count,in_pool_not_master_count,forbidden_signature_count,branch_filtered_count,cut_filtered_count,selected_count,selected_would_enter_master_count,selected_all_would_enter_master,added_to_master_count,added_column_count,duplicate_only_count,duplicate_only_audit_status,hidden_negative_count,replacement_only_round_count,manual_rc_audit_pass,pricing_rc_audit_pass,proof_debt_unreleased_count,product_exact_solution_scope,product_exact_solution_count,product_exact_objective,direct_dp_fallback_used,direct_dp_fallback_count,rmp_wall_time,worker_status,diagnostic_dual_source,diagnostic_rmp_iteration_id,diagnostic_dual_fingerprint,worker_wall_time,final_judge_wall_time,time_to_first_negative,time_to_first_addable_negative,labels_generated,labels_generated_before_first_negative,labels_generated_total,labels_extended,sortie_templates,journey_labels,candidate_sequences,path_option_assignments,resource_prune_count,time_window_prune_count,dominance_prune_count,bound_prune_count,bound_check_time,dominance_time,cache_hit_count,cache_miss_count,max_queue_size,peak_label_count,worker_call_count,worker_found_negative_count,worker_found_addable_negative_count,worker_no_column_uncertified_count,worker_incomplete_count,final_judge_saved_by_worker_count,exit_reason,exact_first_step_bound_pruning_enabled,exact_first_step_bound_evaluated_count,would_prune_count_if_enabled,completion_bound_pruning_enabled,proof_tail_kernel_profile_enabled,wall_time,fail_closed_reason,attempted_exception_type,attempted_max_direct_tasks,rmp_memory_precheck_failed,rmp_memory_precheck_stage,rmp_memory_precheck_reason,rmp_memory_precheck_estimated_column_count,rmp_memory_precheck_estimated_tableau_cells,rmp_memory_precheck_cell_limit,certificate_scope_regression,objective_mismatch,improvement_reason
20-scale full normalized objective,20,lunar_ice_sp50_020_005_seed829005,B2B_seeded_tail_CG,B1B_seeded_root_CG,B2B_seeded_tail_CG,,23,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,,,1.611249,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4718.983366,175.138021846,5992.901006404,1680.0,False,2732.297314,108.673508,6168.869656,938.700212,5308.518684,0.57900126,0.620502087,1.029362849,0.558750126,1.611248,1.611249,False,1.611249,False,True,8,8,17065,17065,0,0,0,0,0,485,485,True,485,485,0,,0,0,True,True,0,,0,,False,0,0.0,,,,,0.0,35.542373,,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,282.903235,Stopped after max_rounds=8; B2B root no-negative proof is incomplete.,,,False,,,,,,True,False,final_judge_wall_time_lower
20-scale full normalized objective,20,lunar_ice_sp50_020_005_seed829005,B2B_R2_worker_before_final_judge,B1B_seeded_root_CG,B2B_R2_worker_before_final_judge,b2b_r2_lightweight_no_full_universe_enumeration,23,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,,,1.611249,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4718.983366,175.138021846,5992.901006404,1680.0,False,2732.297314,108.673508,6168.869656,938.700212,5308.518684,0.57900126,0.620502087,1.029362849,0.558750126,1.611248,1.611249,False,1.611249,False,True,8,2,5783,5783,0,0,0,0,0,194,194,True,167,167,0,,0,0,True,True,0,,0,,False,0,0.052953,FOUND_NEGATIVE,master.reduced_cost_context,B2B_R2_worker_before_final_judge-root-8,489d00721e6650fb6dfce8f814477bbf234f48706bc43c6496cfe9c3c4783e0a,0.633484,69.482924,0.061634,0.061634,163988,522,163988,2350559,77865277,6676,38772,2350559,0,0,0,0,0.0,0.0,389,123,0,79778,8,8,8,0,0,6,WORKER_INCOMPLETE_LIMIT,False,163988,0,False,True,70.478456,Stopped after max_rounds=8; B2B_R2_worker_before_final_judge worker/final-judge root proof is incomplete.,,,False,,,,,,True,False,"wall_time_lower,final_judge_call_count_lower,final_judge_wall_time_lower,time_to_first_addable_negative_available,worker_found_addable_negative"
20-scale full normalized objective,20,lunar_ice_sp50_020_005_seed829005,B2B_R3_true_dual_negative_search_worker,B1B_seeded_root_CG,B2B_R3_true_dual_negative_search_worker,b2b_r3_lightweight_no_full_universe_enumeration,23,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,,,1.611249,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4718.983366,175.138021846,5992.901006404,1680.0,False,2732.297314,108.673508,6168.869656,938.700212,5308.518684,0.57900126,0.620502087,1.029362849,0.558750126,1.611248,1.611249,False,1.611249,False,True,8,2,5783,5783,0,0,0,0,0,194,194,True,167,167,0,,0,0,True,True,0,,0,,False,0,0.054305,FOUND_NEGATIVE,master.reduced_cost_context,B2B_R3_true_dual_negative_search_worker-root-8,5bc371206138cceffcec3a7b146b86324c3d4e0d3b2a915fa549c5a0a286f306,0.642461,69.327044,0.061866,0.061866,163988,522,163988,2350559,77865277,6676,38772,2350559,0,0,0,0,0.0,0.0,389,123,0,79778,8,8,8,0,0,6,WORKER_INCOMPLETE_LIMIT,False,163988,0,False,True,70.327516,Stopped after max_rounds=8; B2B_R3_true_dual_negative_search_worker worker/final-judge root proof is incomplete.,,,False,,,,,,True,False,"wall_time_lower,final_judge_call_count_lower,final_judge_wall_time_lower,time_to_first_addable_negative_available,worker_found_addable_negative"
20-scale full normalized objective,20,lunar_ice_sp50_020_005_seed829005,B2C_limited_pricing_diagnostic,diagnostic_only_no_certificate,B2C_limited_pricing_diagnostic,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,1.611249,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4718.983366,175.138021846,5992.901006404,1680.0,False,2732.297314,108.673508,6168.869656,938.700212,5308.518684,0.57900126,0.620502087,1.029362849,0.558750126,1.611248,1.611249,False,,False,,0,0,2,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.000319,,master.reduced_cost_context,B2C_limited_pricing_diagnostic-diagnostic-root,2a1743e8a3008c8b7f940d497953a33e92d9da8915957867be593821faca1a73,1.794067,0.0,1.794067,,569,569,569,0,6436,11,8,316117,0,0,0,0,,,0,8,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,False,1.811146,B2C_limited_pricing_diagnostic: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_005_seed829005,B2D_proof_tail_kernel_profile,diagnostic_only_no_certificate,B2D_proof_tail_kernel_profile,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,1.611249,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4718.983366,175.138021846,5992.901006404,1680.0,False,2732.297314,108.673508,6168.869656,938.700212,5308.518684,0.57900126,0.620502087,1.029362849,0.558750126,1.611248,1.611249,False,,False,,0,0,2,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.000315,,master.reduced_cost_context,B2D_proof_tail_kernel_profile-diagnostic-root,e6ff58de2d2c9a5b79849f540a0b48f0e57b946c7913f4c8222d630ec426c6a7,1.798308,0.0,1.798308,,569,569,569,0,6436,11,8,316117,0,0,0,0,,,0,8,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,True,1.81469,B2D_proof_tail_kernel_profile: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_006_seed829006,B0_pure_direct_dp,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,,,1.663893,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5139.614546,192.035866967,7574.053405433,1680.0,False,3189.167339,122.228003,7704.718984,1156.158424,6393.282936,0.620507104,0.636485282,1.017251737,0.688189538,1.663893,1.663893,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,15.77868,,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_006_seed829006,B1A_full_universe_root_audit,accepted_B1,B1A_full_universe_root_audit,,0,1048575,False,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,1.663893,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5139.614546,192.035866967,7574.053405433,1680.0,False,3189.167339,122.228003,7704.718984,1156.158424,6393.282936,0.620507104,0.636485282,1.017251737,0.688189538,1.663893,1.663893,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,False,False,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,3.3e-05,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b1a_full_universe_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_006_seed829006,B1B_seeded_root_CG,accepted_B1,B1B_seeded_root_CG,,23,,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1.663893,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5139.614546,192.035866967,7574.053405433,1680.0,False,3189.167339,122.228003,7704.718984,1156.158424,6393.282936,0.620507104,0.636485282,1.017251737,0.688189538,1.663893,1.663893,False,1.663893,True,True,5,5,0,0,0,0,0,0,0,0,0,True,1154,1154,0,,0,0,True,True,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,85.431918,,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_006_seed829006,B2_PRODUCT_EXACT_SOLVER,fixed_graph_direct_dp_product_exact,B2_PRODUCT_EXACT_SOLVER,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,,,1.663893,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5139.614546,192.035866967,7574.053405433,1680.0,False,3189.167339,122.228003,7704.718984,1156.158424,6393.282936,0.620507104,0.636485282,1.017251737,0.688189538,1.663893,1.663893,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,DIRECT_DP_FIXED_GRAPH_OPTIMAL,1,1.663893,True,1,,,,,,,,,,42319,,42319,0,0,11906,0,516973,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,3e-05,,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_006_seed829006,B2A_full_universe_rc_audit_fast_path,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,0,1048575,False,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,1.663893,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5139.614546,192.035866967,7574.053405433,1680.0,False,3189.167339,122.228003,7704.718984,1156.158424,6393.282936,0.620507104,0.636485282,1.017251737,0.688189538,1.663893,1.663893,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,False,False,0,,0,,False,0,0.0,,,,,0.0,0.0,,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,7.5e-05,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b2a_full_universe_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000,False,False,final_judge_wall_time_lower
20-scale full normalized objective,20,lunar_ice_sp50_020_006_seed829006,B2B_seeded_tail_CG,B1B_seeded_root_CG,B2B_seeded_tail_CG,,23,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,,,1.663893,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5139.614546,192.035866967,7574.053405433,1680.0,False,3189.167339,122.228003,7704.718984,1156.158424,6393.282936,0.620507104,0.636485282,1.017251737,0.688189538,1.663893,1.663893,False,1.663893,False,True,8,8,9584,9584,0,0,0,0,0,461,461,True,461,461,0,,0,0,True,True,0,,0,,False,0,0.0,,,,,0.0,15.814266,,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,126.810989,Stopped after max_rounds=8; B2B root no-negative proof is incomplete.,,,False,,,,,,True,False,final_judge_wall_time_lower
20-scale full normalized objective,20,lunar_ice_sp50_020_006_seed829006,B2B_R2_worker_before_final_judge,B1B_seeded_root_CG,B2B_R2_worker_before_final_judge,b2b_r2_lightweight_no_full_universe_enumeration,23,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,,,1.663893,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5139.614546,192.035866967,7574.053405433,1680.0,False,3189.167339,122.228003,7704.718984,1156.158424,6393.282936,0.620507104,0.636485282,1.017251737,0.688189538,1.663893,1.663893,False,1.663893,False,True,8,3,4135,4135,0,0,0,0,0,260,260,True,230,230,0,,946,0,True,True,0,,0,,False,0,0.058649,FOUND_NEGATIVE,master.reduced_cost_context,B2B_R2_worker_before_final_judge-root-8,3214f7511c1a01d0989a47afa094ea72cfbe5a1f59c53410ffa9cdb6336485e7,0.54994,46.597374,0.055498,0.055498,131809,545,131809,1607071,49857678,4994,36230,1607071,0,0,0,0,0.0,0.0,390,122,0,42319,8,7,7,1,0,5,WORKER_INCOMPLETE_LIMIT,False,131809,0,False,True,47.603375,Stopped after max_rounds=8; B2B_R2_worker_before_final_judge worker/final-judge root proof is incomplete.,,,False,,,,,,True,False,"wall_time_lower,final_judge_call_count_lower,final_judge_wall_time_lower,time_to_first_addable_negative_available,worker_found_addable_negative"
20-scale full normalized objective,20,lunar_ice_sp50_020_006_seed829006,B2B_R3_true_dual_negative_search_worker,B1B_seeded_root_CG,B2B_R3_true_dual_negative_search_worker,b2b_r3_lightweight_no_full_universe_enumeration,23,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,,,1.663893,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5139.614546,192.035866967,7574.053405433,1680.0,False,3189.167339,122.228003,7704.718984,1156.158424,6393.282936,0.620507104,0.636485282,1.017251737,0.688189538,1.663893,1.663893,False,1.663893,False,True,8,3,4135,4135,0,0,0,0,0,260,260,True,230,230,0,,946,0,True,True,0,,0,,False,0,0.057166,FOUND_NEGATIVE,master.reduced_cost_context,B2B_R3_true_dual_negative_search_worker-root-8,abdf784d4f20d1e7f8fab0711aa8810e3612edd54486c49481e24d44e5bc051e,0.5568,46.869136,0.055123,0.055123,131809,545,131809,1607071,49857678,4994,36230,1607071,0,0,0,0,0.0,0.0,390,122,0,42319,8,7,7,1,0,5,WORKER_INCOMPLETE_LIMIT,False,131809,0,False,True,47.82292,Stopped after max_rounds=8; B2B_R3_true_dual_negative_search_worker worker/final-judge root proof is incomplete.,,,False,,,,,,True,False,"wall_time_lower,final_judge_call_count_lower,final_judge_wall_time_lower,time_to_first_addable_negative_available,worker_found_addable_negative"
20-scale full normalized objective,20,lunar_ice_sp50_020_006_seed829006,B2C_limited_pricing_diagnostic,diagnostic_only_no_certificate,B2C_limited_pricing_diagnostic,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,1.663893,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5139.614546,192.035866967,7574.053405433,1680.0,False,3189.167339,122.228003,7704.718984,1156.158424,6393.282936,0.620507104,0.636485282,1.017251737,0.688189538,1.663893,1.663893,False,,False,,0,0,1,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.000364,,master.reduced_cost_context,B2C_limited_pricing_diagnostic-diagnostic-root,72c157a74d07212f0b4aed3bc2be97f6cab3db78db54b405394542915bc2304b,1.514829,0.0,1.514829,,587,587,587,0,2635,9,8,280982,0,0,0,0,,,0,8,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,False,1.532221,B2C_limited_pricing_diagnostic: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_006_seed829006,B2D_proof_tail_kernel_profile,diagnostic_only_no_certificate,B2D_proof_tail_kernel_profile,,0,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,FOUND_NEGATIVE,False,,,1.663893,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5139.614546,192.035866967,7574.053405433,1680.0,False,3189.167339,122.228003,7704.718984,1156.158424,6393.282936,0.620507104,0.636485282,1.017251737,0.688189538,1.663893,1.663893,False,,False,,0,0,1,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,0.000282,,master.reduced_cost_context,B2D_proof_tail_kernel_profile-diagnostic-root,28e077c561d2caadf8dfa12b059567c5522cb462fad2d16506f057af85a20846,1.507175,0.0,1.507175,,587,587,587,0,2635,9,8,280982,0,0,0,0,,,0,8,0,0,0,0,0,0,0,0,FOUND_NEGATIVE,False,0,0,False,True,1.523691,B2D_proof_tail_kernel_profile: limited pricing diagnostic cannot certify no-negative or provide an official bound.,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_008_seed829008,B0_pure_direct_dp,fixed_graph_direct_dp_oracle,B0_pure_direct_dp,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,,,1.632942,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4966.000895,182.788358896,6252.834645989,1680.0,False,2965.364179,115.322716,6329.453819,1111.922762,5612.468423,0.597133235,0.630908427,1.01225351,0.661858787,1.632943,1.632942,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,61.174129,,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_008_seed829008,B1A_full_universe_root_audit,accepted_B1,B1A_full_universe_root_audit,,0,1048575,False,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,1.632942,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4966.000895,182.788358896,6252.834645989,1680.0,False,2965.364179,115.322716,6329.453819,1111.922762,5612.468423,0.597133235,0.630908427,1.01225351,0.661858787,1.632943,1.632942,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,False,False,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,3.9e-05,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b1a_full_universe_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_008_seed829008,B1B_seeded_root_CG,accepted_B1,B1B_seeded_root_CG,,23,,False,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,1.632942,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4966.000895,182.788358896,6252.834645989,1680.0,False,2965.364179,115.322716,6329.453819,1111.922762,5612.468423,0.597133235,0.630908427,1.01225351,0.661858787,1.632943,1.632942,False,1.632942,True,True,7,7,0,0,0,0,0,0,0,0,0,True,1624,1624,0,,0,0,True,True,0,,0,,False,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,453.698161,,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_008_seed829008,B2_PRODUCT_EXACT_SOLVER,fixed_graph_direct_dp_product_exact,B2_PRODUCT_EXACT_SOLVER,,0,,False,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,NOT_PRICED,False,,,1.632942,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4966.000895,182.788358896,6252.834645989,1680.0,False,2965.364179,115.322716,6329.453819,1111.922762,5612.468423,0.597133235,0.630908427,1.01225351,0.661858787,1.632943,1.632942,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,,,0,DIRECT_DP_FIXED_GRAPH_OPTIMAL,1,1.632942,True,1,,,,,,,,,,57994,,57994,0,0,18391,0,3031891,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,1.9e-05,,,,False,,,,,,False,False,
20-scale full normalized objective,20,lunar_ice_sp50_020_008_seed829008,B2A_full_universe_rc_audit_fast_path,B1A_full_universe_root_audit,B2A_full_universe_rc_audit_fast_path,,0,1048575,False,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,,,1.632942,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4966.000895,182.788358896,6252.834645989,1680.0,False,2965.364179,115.322716,6329.453819,1111.922762,5612.468423,0.597133235,0.630908427,1.01225351,0.661858787,1.632943,1.632942,False,,False,,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,,0,0,False,False,0,,0,,False,0,0.0,,,,,0.0,0.0,,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,7.3e-05,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b2a_full_universe_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000,False,False,final_judge_wall_time_lower
20-scale full normalized objective,20,lunar_ice_sp50_020_008_seed829008,B2B_seeded_tail_CG,B1B_seeded_root_CG,B2B_seeded_tail_CG,,23,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,,,1.632942,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4966.000895,182.788358896,6252.834645989,1680.0,False,2965.364179,115.322716,6329.453819,1111.922762,5612.468423,0.597133235,0.630908427,1.01225351,0.661858787,1.632943,1.632942,False,1.632942,False,True,8,8,11695,11695,0,0,0,0,0,409,409,True,409,409,0,,0,0,True,True,0,,0,,False,0,0.0,,,,,0.0,62.39117,,,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,False,0,0,False,False,500.652864,Stopped after max_rounds=8; B2B root no-negative proof is incomplete.,,,False,,,,,,True,False,final_judge_wall_time_lower
20-scale full normalized objective,20,lunar_ice_sp50_020_008_seed829008,B2B_R2_worker_before_final_judge,B1B_seeded_root_CG,B2B_R2_worker_before_final_judge,b2b_r2_lightweight_no_full_universe_enumeration,23,,False,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,,,1.632942,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4966.000895,182.788358896,6252.834645989,1680.0,False,2965.364179,115.322716,6329.453819,1111.922762,5612.468423,0.597133235,0.630908427,1.01225351,0.661858787,1.632943,1.632942,False,1.632942,False,True,8,3,4376,4376,0,0,0,0,0,249,249,True,225,225,0,,3423,0,True,True,0,,0,,False,0,0.073481,FOUND_NEGATIVE,master.reduced_cost_context,B2B_R2_worker_before_final_judge-root-8,8ecf2c3af5990b9a22929bdea3c1b67ad593c28e11ed22a77b576b4e7546f3d6,0.464129,187.74243,0.048943,0.048943,177489,397,177489,9139173,139032886,5255,55685,9139173,0,0,0,0,0.0,0.0,384,128,0,57994,8,6,6,2,0,5,WORKER_INCOMPLETE_LIMIT,False,177489,0,False,True,188.640757,Stopped after max_rounds=8; B2B_R2_worker_before_final_judge worker/final-judge root proof is incomplete.,,,False,,,,,,True,False,"wall_time_lower,final_judge_call_count_lower,final_judge_wall_time_lower,time_to_first_addable_negative_available,worker_found_addable_negative"
