matrix_group,scale,instance_id,mode,algorithm_status,certificate_scope,pricing_state,uses_true_dual_bpc_certificate,bpc_certificate_status,official_lower_bound_source,official_lower_bound_scope,best_diagnostic_bound_source,B0_direct_objective,objective_schema_version,objective_mode,objective_reference_cost,objective_reference_risk,objective_reference_completion,objective_reference_makespan_metric,objective_makespan_enters_pricing_objective,solution_raw_operating_cost,solution_raw_risk,solution_raw_weighted_completion_time,solution_raw_makespan,solution_raw_objective_unscaled_weighted_sum,solution_normalized_operating_cost,solution_normalized_risk,solution_normalized_weighted_completion_time,solution_normalized_makespan_metric,solution_normalized_objective,solution_official_objective,solution_makespan_enters_pricing_objective,B1_root_lp_bound,root_lp_bound_official,root_lp_bound_le_direct_dp_integer_objective,root_lp_vs_direct_dp_gap,integral_root,pricing_round_count,added_column_count,manual_rc_audit_pass,pricing_rc_audit_pass,proof_debt_unreleased_count,wall_time,fail_closed_reason,attempted_exception_type,attempted_max_direct_tasks,rmp_memory_precheck_failed,rmp_memory_precheck_stage,rmp_memory_precheck_reason,rmp_memory_precheck_estimated_column_count,rmp_memory_precheck_estimated_tableau_cells,rmp_memory_precheck_cell_limit,direct_root_official_leak,b1_mode,seed_mode,initial_column_count,full_universe_column_count,full_universe_preloaded
20-scale full normalized objective,20,lunar_ice_sp50_020_013_seed829013,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4829.980165,176.18723231,6077.110048576,1680.0,False,,,,,,,,,,,,,,False,,,,0,0,,,0,3.9e-05,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b1a_full_universe_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000,False,B1A_full_universe_root_audit,full_universe,0,1048575,False
20-scale full normalized objective,20,lunar_ice_sp50_020_013_seed829013,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.587061,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4829.980165,176.18723231,6077.110048576,1680.0,False,2767.120179,106.835479,6195.330302,966.726902,5352.087779,0.572905081,0.606374694,1.019453367,0.57543268,1.587061,1.587061,False,1.587061,True,True,0.0,True,6,1607,True,True,0,278.504299,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,23,,False
20-scale full normalized objective,20,lunar_ice_sp50_020_014_seed829014,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,1.664084,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4903.721139,176.966553934,6179.294387923,1680.0,False,3072.143921,112.07398,6245.499386,1039.903552,5682.417655,0.626492379,0.633305998,1.010714006,0.61899021,1.664084,1.664084,False,,False,,,,0,0,,,0,38.29508,,,,False,,,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_014_seed829014,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4903.721139,176.966553934,6179.294387923,1680.0,False,,,,,,,,,,,,,,False,,,,0,0,,,0,3.7e-05,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b1a_full_universe_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000,False,B1A_full_universe_root_audit,full_universe,0,1048575,False
20-scale full normalized objective,20,lunar_ice_sp50_020_014_seed829014,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.664084,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4903.721139,176.966553934,6179.294387923,1680.0,False,3072.143921,112.07398,6245.499386,1039.903552,5682.417655,0.626492379,0.633305998,1.010714006,0.61899021,1.664084,1.664084,False,1.664084,True,True,0.0,True,6,1548,True,True,0,291.485969,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,23,,False
20-scale full normalized objective,20,lunar_ice_sp50_020_015_seed829015,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,1.599074,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4954.841084,168.756659972,7177.321650271,1680.0,False,2966.114948,100.161537,7301.453615,1189.870854,5986.857931,0.598629683,0.593526424,1.017295026,0.708256461,1.599074,1.599074,False,,False,,,,0,0,,,0,29.226768,,,,False,,,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_015_seed829015,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4954.841084,168.756659972,7177.321650271,1680.0,False,,,,,,,,,,,,,,False,,,,0,0,,,0,3.7e-05,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b1a_full_universe_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000,False,B1A_full_universe_root_audit,full_universe,0,1048575,False
20-scale full normalized objective,20,lunar_ice_sp50_020_015_seed829015,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.599074,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4954.841084,168.756659972,7177.321650271,1680.0,False,2966.114948,100.161537,7301.453615,1189.870854,5986.857931,0.598629683,0.593526424,1.017295026,0.708256461,1.599074,1.599074,False,1.585141,True,True,0.013933,False,7,1636,True,True,0,254.652632,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,23,,False
20-scale full normalized objective,20,lunar_ice_sp50_020_016_seed829016,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,1.633365,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4899.979159,169.998674416,6598.580145695,1680.0,False,2938.664741,107.188268,6649.904551,1076.796218,5705.814829,0.599730049,0.63052414,1.007778098,0.64095013,1.633365,1.633365,False,,False,,,,0,0,,,0,23.070062,,,,False,,,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_016_seed829016,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4899.979159,169.998674416,6598.580145695,1680.0,False,,,,,,,,,,,,,,False,,,,0,0,,,0,3.6e-05,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b1a_full_universe_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000,False,B1A_full_universe_root_audit,full_universe,0,1048575,False
20-scale full normalized objective,20,lunar_ice_sp50_020_016_seed829016,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.633365,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4899.979159,169.998674416,6598.580145695,1680.0,False,2938.664741,107.188268,6649.904551,1076.796218,5705.814829,0.599730049,0.63052414,1.007778098,0.64095013,1.633365,1.633365,False,1.606141,True,True,0.027224,False,6,1543,True,True,0,173.466612,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,23,,False
20-scale full normalized objective,20,lunar_ice_sp50_020_017_seed829017,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,1.573675,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4560.457089,156.574768659,5853.955992438,1680.0,False,2596.693758,93.060094,5999.310377,1055.596784,5089.478003,0.56939331,0.594349235,1.024830112,0.628331419,1.573675,1.573675,False,,False,,,,0,0,,,0,47.324115,,,,False,,,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_017_seed829017,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4560.457089,156.574768659,5853.955992438,1680.0,False,,,,,,,,,,,,,,False,,,,0,0,,,0,4e-05,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b1a_full_universe_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000,False,B1A_full_universe_root_audit,full_universe,0,1048575,False
20-scale full normalized objective,20,lunar_ice_sp50_020_017_seed829017,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.573675,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4560.457089,156.574768659,5853.955992438,1680.0,False,2596.693758,93.060094,5999.310377,1055.596784,5089.478003,0.56939331,0.594349235,1.024830112,0.628331419,1.573675,1.573675,False,1.57025,True,True,0.003425,False,5,1106,True,True,0,294.95019,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,23,,False
20-scale full normalized objective,20,lunar_ice_sp50_020_018_seed829018,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,1.431613,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4786.747266,179.854046877,6346.541858805,1680.0,False,2429.90925,92.336873,6514.415005,1013.513787,5128.012125,0.507632661,0.513398918,1.026451121,0.603282016,1.431612,1.431613,False,,False,,,,0,0,,,0,24.952748,,,,False,,,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_018_seed829018,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4786.747266,179.854046877,6346.541858805,1680.0,False,,,,,,,,,,,,,,False,,,,0,0,,,0,0.00012,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b1a_full_universe_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000,False,B1A_full_universe_root_audit,full_universe,0,1048575,False
20-scale full normalized objective,20,lunar_ice_sp50_020_018_seed829018,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.431613,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4786.747266,179.854046877,6346.541858805,1680.0,False,2429.90925,92.336873,6514.415005,1013.513787,5128.012125,0.507632661,0.513398918,1.026451121,0.603282016,1.431612,1.431613,False,1.431613,True,True,0.0,True,8,1579,True,True,0,243.457636,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,23,,False
20-scale full normalized objective,20,lunar_ice_sp50_020_019_seed829019,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,1.56868,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4945.04863,178.242602788,6880.672689392,1680.0,False,2830.245154,104.805672,7024.248244,1003.014505,5744.750124,0.572339195,0.587994511,1.0208665,0.597032443,1.56868,1.56868,False,,False,,,,0,0,,,0,20.15702,,,,False,,,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_019_seed829019,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4945.04863,178.242602788,6880.672689392,1680.0,False,,,,,,,,,,,,,,False,,,,0,0,,,0,3.8e-05,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b1a_full_universe_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000,False,B1A_full_universe_root_audit,full_universe,0,1048575,False
20-scale full normalized objective,20,lunar_ice_sp50_020_019_seed829019,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.56868,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4945.04863,178.242602788,6880.672689392,1680.0,False,2830.245154,104.805672,7024.248244,1003.014505,5744.750124,0.572339195,0.587994511,1.0208665,0.597032443,1.56868,1.56868,False,1.562536,True,True,0.006144,False,5,1112,True,True,0,130.775137,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,23,,False
20-scale full normalized objective,20,lunar_ice_sp50_020_020_seed829020,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,1.636286,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5043.203801,184.699411743,6823.253645406,1680.0,False,3020.095915,115.987896,6984.615164,1112.314367,5929.929877,0.598844709,0.627981946,1.023648765,0.662091885,1.636286,1.636286,False,,False,,,,0,0,,,0,17.342765,,,,False,,,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_020_seed829020,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5043.203801,184.699411743,6823.253645406,1680.0,False,,,,,,,,,,,,,,False,,,,0,0,,,0,3.7e-05,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b1a_full_universe_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000,False,B1A_full_universe_root_audit,full_universe,0,1048575,False
20-scale full normalized objective,20,lunar_ice_sp50_020_020_seed829020,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.636286,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,5043.203801,184.699411743,6823.253645406,1680.0,False,3020.095915,115.987896,6984.615164,1112.314367,5929.929877,0.598844709,0.627981946,1.023648765,0.662091885,1.636286,1.636286,False,1.636286,True,True,0.0,True,5,1410,True,True,0,114.812194,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,23,,False
20-scale full normalized objective,20,lunar_ice_sp50_020_007_seed829027,B0_pure_direct_dp,DIRECT_DP_BASELINE_OPTIMAL,DIRECT_DP_FIXED_GRAPH_OPTIMAL,,False,NOT_PORTED_TRUE_DUAL_BPC,analytic_relaxation,global_relaxation,direct_fixed_graph_root_lp,1.839652,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4808.778993,185.563272044,7423.339193344,1680.0,False,3383.958872,135.712047,7508.635689,1086.09813,6523.125195,0.703704387,0.731351875,1.011490314,0.646486982,1.839652,1.839652,False,,False,,,,0,0,,,0,17.922692,,,,False,,,,,,False,,,,,
20-scale full normalized objective,20,lunar_ice_sp50_020_007_seed829027,B1A_full_universe_root_audit,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,False,NOT_PORTED_TRUE_DUAL_BPC,,,b1_restricted_root_rmp,,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4808.778993,185.563272044,7423.339193344,1680.0,False,,,,,,,,,,,,,,False,,,,0,0,,,0,4.1e-05,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,,,True,b1a_full_universe_active_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000,False,B1A_full_universe_root_audit,full_universe,0,1048575,False
20-scale full normalized objective,20,lunar_ice_sp50_020_007_seed829027,B1B_seeded_root_CG,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,CERTIFIED_NO_NEGATIVE,True,CERTIFIED_NO_NEGATIVE,b1_root_true_dual_pricing_closure,BPC_NODE_LP_CERTIFIED,,1.839652,lunar_ice_bpc.normalized_additive_objective.v1,normalized_operating_cost_risk_weighted_completion,4808.778993,185.563272044,7423.339193344,1680.0,False,3383.958872,135.712047,7508.635689,1086.09813,6523.125195,0.703704387,0.731351875,1.011490314,0.646486982,1.839652,1.839652,False,1.839652,True,True,0.0,True,6,1101,True,True,0,136.975295,,,,False,,,,,,False,B1B_seeded_root_CG,b0_incumbent_plus_singletons,23,,False
