scale,instance_id,node_id,depth,snapshot_kind,node_status,primal_integral,evaluable,enumerated_candidate_count,full_enumeration_completed,violated_candidate_count,selected_candidate_count,unselected_violated_count,max_violation,max_selected_support,source_tree_json
30,lunar_ice_sp50_030_004_seed929004,node_006,2,branch,BRANCHED,False,True,4060,True,14,14,0,0.5,3,rows/scale_030/instance_004_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_004/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_004_seed929004,node_003,2,branch,PRUNED_BY_BOUND,False,True,4060,True,5,5,0,0.5,3,rows/scale_030/instance_004_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_004/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_004_seed929004,node_004,2,branch,BRANCHED,False,True,4060,True,22,16,6,0.5,3,rows/scale_030/instance_004_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_004/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_004_seed929004,node_007,3,branch,PRUNED_BY_BOUND,False,True,4060,True,24,16,8,0.5,3,rows/scale_030/instance_004_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_004/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_004_seed929004,node_008,3,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_004_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_004/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_004_seed929004,node_011,3,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_004_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_004/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_004_seed929004,node_012,3,branch,PRUNED_BY_BOUND,False,True,4060,True,34,16,18,0.5,4,rows/scale_030/instance_004_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_004/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_004_seed929004,node_009,3,branch,PRUNED_BY_BOUND,False,True,4060,True,6,6,0,0.5,3,rows/scale_030/instance_004_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_004/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_004_seed929004,node_010,3,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_004_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_004/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_005_seed929005,node_000,0,root,BRANCHED,False,True,146566,True,3034,16,3018,0.5,13,rows/scale_030/instance_005_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_005/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_005_seed929005,node_001,1,branch,BRANCHED,False,True,4060,True,69,16,53,0.4,6,rows/scale_030/instance_005_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_005/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_005_seed929005,node_002,1,branch,BRANCHED,False,True,4060,True,52,16,36,0.500000001,7,rows/scale_030/instance_005_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_005/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_005_seed929005,node_003,2,branch,PRUNED_BY_BOUND,False,True,4060,True,6,6,0,0.5,3,rows/scale_030/instance_005_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_005/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_005_seed929005,node_004,2,branch,PRUNED_BY_BOUND,False,True,4060,True,78,16,62,0.333333334,6,rows/scale_030/instance_005_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_005/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_005_seed929005,node_005,2,branch,BRANCHED,False,True,4060,True,107,16,91,0.5,6,rows/scale_030/instance_005_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_005/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_005_seed929005,node_006,2,branch,BRANCHED,False,True,4060,True,56,16,40,0.500000001,6,rows/scale_030/instance_005_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_005/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_005_seed929005,node_009,3,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_005_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_005/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_005_seed929005,node_010,3,branch,BRANCHED,False,True,4060,True,66,16,50,0.500000001,6,rows/scale_030/instance_005_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_005/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_005_seed929005,node_011,4,branch,PRUNED_BY_BOUND,False,True,4060,True,49,16,33,0.5,5,rows/scale_030/instance_005_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_005/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_005_seed929005,node_012,4,branch,BRANCHED,False,True,4060,True,62,16,46,0.333333332,7,rows/scale_030/instance_005_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_005/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_005_seed929005,node_007,3,branch,PRUNED_BY_BOUND,False,True,4060,True,81,16,65,0.4,4,rows/scale_030/instance_005_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_005/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_005_seed929005,node_008,3,branch,PRUNED_BY_BOUND,False,True,4060,True,19,16,3,0.333333332,4,rows/scale_030/instance_005_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_005/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_005_seed929005,node_013,5,branch,PRUNED_BY_BOUND,False,True,4060,True,116,16,100,0.375,6,rows/scale_030/instance_005_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_005/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_005_seed929005,node_014,5,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_005_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_005/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_006_seed929006,node_000,0,root,BRANCHED,False,True,146566,True,2271,16,2255,0.4,10,rows/scale_030/instance_006_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_006/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_006_seed929006,node_001,1,branch,PRUNED_BY_BOUND,False,True,4060,True,22,16,6,0.5,3,rows/scale_030/instance_006_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_006/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_006_seed929006,node_002,1,branch,BRANCHED,False,True,4060,True,72,16,56,0.5,6,rows/scale_030/instance_006_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_006/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_006_seed929006,node_003,2,branch,BRANCHED,False,True,4060,True,108,16,92,0.5,8,rows/scale_030/instance_006_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_006/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_006_seed929006,node_004,2,branch,BRANCHED,False,True,4060,True,83,16,67,0.5,6,rows/scale_030/instance_006_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_006/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_006_seed929006,node_007,3,branch,PRUNED_BY_BOUND,False,True,4060,True,70,16,54,0.4,6,rows/scale_030/instance_006_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_006/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_006_seed929006,node_008,3,branch,BRANCHED,False,True,4060,True,89,16,73,0.5,6,rows/scale_030/instance_006_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_006/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_006_seed929006,node_009,4,branch,PRUNED_BY_BOUND,False,True,4060,True,39,16,23,0.5,4,rows/scale_030/instance_006_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_006/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_006_seed929006,node_010,4,branch,BRANCHED,False,True,4060,True,91,16,75,0.42857143,7,rows/scale_030/instance_006_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_006/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_006_seed929006,node_005,3,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_006_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_006/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_006_seed929006,node_006,3,branch,BRANCHED,False,True,4060,True,58,16,42,0.5,5,rows/scale_030/instance_006_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_006/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_006_seed929006,node_013,4,branch,PRUNED_BY_BOUND,False,True,4060,True,96,16,80,0.5,6,rows/scale_030/instance_006_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_006/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_006_seed929006,node_014,4,branch,PRUNED_BY_BOUND,False,True,4060,True,8,8,0,0.5,3,rows/scale_030/instance_006_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_006/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_006_seed929006,node_011,5,branch,PRUNED_BY_BOUND,False,True,4060,True,108,16,92,0.333333333,8,rows/scale_030/instance_006_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_006/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_006_seed929006,node_012,5,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_006_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_006/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_000,0,root,BRANCHED,False,True,146566,True,1218,16,1202,0.5,5,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_001,1,branch,BRANCHED,False,True,4060,True,40,16,24,0.333333333,3,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_002,1,branch,BRANCHED,False,True,4060,True,10,10,0,0.5,3,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_005,2,branch,BRANCHED,False,True,4060,True,28,16,12,0.5,3,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_006,2,branch,BRANCHED,False,True,4060,True,16,16,0,0.5,3,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_007,3,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_008,3,branch,BRANCHED,False,True,4060,True,95,16,79,0.42857143,5,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_009,3,branch,BRANCHED,False,True,4060,True,25,16,9,0.333333333,4,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_010,3,branch,BRANCHED,False,True,4060,True,12,12,0,0.5,3,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_015,4,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_016,4,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_003,2,branch,BRANCHED,False,True,4060,True,40,16,24,0.333333333,3,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_004,2,branch,BRANCHED,False,True,4060,True,17,16,1,0.333333333,4,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_019,3,branch,BRANCHED,False,True,4060,True,25,16,9,0.333333333,4,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_020,3,branch,BRANCHED,False,True,4060,True,23,16,7,0.333333332,7,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_017,3,branch,BRANCHED,False,True,4060,True,25,16,9,0.5,4,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_018,3,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_021,4,branch,BRANCHED,False,True,4060,True,54,16,38,0.5,5,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_022,4,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_025,4,branch,PRUNED_BY_BOUND,False,True,4060,True,31,16,15,0.333333333,3,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_026,4,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_027,5,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_028,5,branch,PRUNED_BY_BOUND,False,True,4060,True,63,16,47,0.333333334,4,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_023,4,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_024,4,branch,PRUNED_BY_BOUND,False,True,4060,True,46,16,30,0.42857143,5,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_013,4,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_014,4,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_011,4,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_007_seed929007,node_012,4,branch,PRUNED_BY_BOUND,False,True,4060,True,67,16,51,0.4,6,rows/scale_030/instance_007_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_007/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_008_seed929008,node_000,0,root,BRANCHED,False,True,146566,True,3957,16,3941,0.428571429,8,rows/scale_030/instance_008_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_008/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_008_seed929008,node_001,1,branch,BRANCHED,False,True,4060,True,62,16,46,0.4,5,rows/scale_030/instance_008_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_008/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_008_seed929008,node_002,1,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_008_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_008/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_008_seed929008,node_003,2,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_008_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_008/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_008_seed929008,node_004,2,branch,PRUNED_BY_BOUND,False,True,4060,True,52,16,36,0.4,5,rows/scale_030/instance_008_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_008/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_000,0,root,BRANCHED,False,True,146566,True,2898,16,2882,0.333333333,4,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_001,1,branch,BRANCHED,False,True,4060,True,44,16,28,0.5,3,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_002,1,branch,BRANCHED,False,True,4060,True,38,16,22,0.333333332,4,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_005,2,branch,BRANCHED,False,True,4060,True,34,16,18,0.333333332,4,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_006,2,branch,BRANCHED,False,True,4060,True,16,16,0,0.333333332,4,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_003,2,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_004,2,branch,BRANCHED,False,True,4060,True,26,16,10,0.5,3,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_007,3,branch,BRANCHED,False,True,4060,True,113,16,97,0.266666667,6,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_008,3,branch,BRANCHED,False,True,4060,True,12,12,0,0.5,3,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_009,3,branch,BRANCHED,False,True,4060,True,44,16,28,0.333333332,4,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_010,3,branch,PRUNED_BY_BOUND,False,True,4060,True,26,16,10,0.5,3,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_011,3,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_012,3,branch,BRANCHED,False,True,4060,True,27,16,11,0.5,3,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_019,4,branch,PRUNED_BY_BOUND,False,True,4060,True,66,16,50,0.5,5,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_020,4,branch,BRANCHED,False,True,4060,True,19,16,3,0.5,4,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_013,4,branch,BRANCHED,False,True,4060,True,64,16,48,0.5,4,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_014,4,branch,BRANCHED,False,True,4060,True,63,16,47,0.4,3,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_023,5,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_024,5,branch,BRANCHED,False,True,4060,True,15,15,0,0.5,3,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_017,4,branch,PRUNED_BY_BOUND,False,True,4060,True,69,16,53,0.4,5,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_018,4,branch,PRUNED_BY_BOUND,False,True,4060,True,12,12,0,0.5,3,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_015,4,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_016,4,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_027,6,branch,PRUNED_BY_BOUND,False,True,4060,True,8,8,0,0.5,3,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_028,6,branch,PRUNED_BY_BOUND,False,True,4060,True,59,16,43,0.307692308,5,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_021,5,branch,PRUNED_BY_BOUND,False,True,4060,True,21,16,5,0.333333333,3,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_022,5,branch,PRUNED_BY_BOUND,False,True,4060,True,26,16,10,0.5,3,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_025,5,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_009_seed929009,node_026,5,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_009_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_009/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_010_seed929010,node_000,0,root,INTEGER_INCUMBENT,True,True,146566,True,0,0,0,,0,rows/scale_030/instance_010_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_010/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_011_seed929011,node_000,0,root,INTEGER_INCUMBENT,True,True,146566,True,0,0,0,,0,rows/scale_030/instance_011_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_011/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_012_seed929012,node_000,0,root,BRANCHED,False,True,146566,True,684,16,668,0.333333332,6,rows/scale_030/instance_012_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_012/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_012_seed929012,node_001,1,branch,BRANCHED,False,True,4060,True,47,16,31,0.2,6,rows/scale_030/instance_012_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_012/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_012_seed929012,node_002,1,branch,BRANCHED,False,True,4060,True,14,14,0,0.5,3,rows/scale_030/instance_012_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_012/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_012_seed929012,node_005,2,branch,BRANCHED,False,True,4060,True,92,16,76,0.5,4,rows/scale_030/instance_012_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_012/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_012_seed929012,node_006,2,branch,BRANCHED,False,True,4060,True,35,16,19,0.333333333,4,rows/scale_030/instance_012_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_012/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_012_seed929012,node_003,2,branch,PRUNED_BY_BOUND,False,True,4060,True,64,16,48,0.333333333,3,rows/scale_030/instance_012_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_012/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_012_seed929012,node_004,2,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_012_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_012/tree_closure_results/tree_closure_001.json
