scale,instance_id,instance_path,instance_sha256,attempt_dir,runner_status,algorithm_status,exact,no_cheat,cold_start_total_sec,root_cg_sec,tree_sec,pricing_proof_sec,incumbent_objective,global_lower_bound,objective_closure_match,instance_reference_exact_status,instance_reference_objective,fail_reason,certificate_scope,certificate_leak,pricing_rc_fail,manual_rc_fail,row_budget_exhausted,same_run_checkpoint_resume_used,engine_hash_valid,redlines_zero,returncode
20,instance_018,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_020/instance_018_logical_graph.json,baaa475347c136740d75d2a04df1b0b3465275f0ce5fb95ddfa230401f932e55,rows/scale_020/instance_018_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,9.638377,7.320017,1.941097,1.570162,1.431613,1.431613,True,NOT_SOLVED,6660.166462,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
20,instance_019,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_020/instance_019_logical_graph.json,2a0916e6c749ae1c6cfb47e77e469b4aeca19e037169be0c02edc39d3fd4eb48,rows/scale_020/instance_019_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,33.545935,5.399235,27.816632,1.241903,1.56868,1.56868,True,NOT_SOLVED,7204.587167,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
20,instance_020,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_020/instance_020_logical_graph.json,a9628b5ca629f0aaf2bc922acf93e859aae28222a86aa6c5a1384ff285b8df1e,rows/scale_020/instance_020_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,9.024555,7.039175,1.614715,1.264218,1.636286,1.636286,True,NOT_SOLVED,7163.129165,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
30,instance_001,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_001_logical_graph.json,8d84d12aecf8d421fd0078bd18d1c4b7a1525012f4247089c3b29194ed646f9e,rows/scale_030/instance_001_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,145.535652,125.466533,19.207758,18.481838,1.487678,1.487678,True,NOT_SOLVED,10833.924097,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
30,instance_002,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_002_logical_graph.json,d9a5890eb39d1c184c9ef43cfb96a5ddc45081742f0c50b5f23335d2c191bd6e,rows/scale_030/instance_002_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,625.84627,101.544751,523.460339,29.968659,1.462376,1.462376,True,NOT_SOLVED,11112.571578,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
30,instance_003,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_003_logical_graph.json,9df4ffb241ae368a03c3d5ec4ab2675ee32a46916be901afb7096cf3e34544bb,rows/scale_030/instance_003_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,194.015027,97.741109,95.477223,8.073591,1.519215,1.519215,True,NOT_SOLVED,10906.889388,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
30,instance_004,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_004_logical_graph.json,bdd334456d4c80a8a731db28ed4258e1e94603b76e4aad317d6f5bab28df716d,rows/scale_030/instance_004_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,385.081697,133.570061,250.703045,17.436076,1.477418,1.477418,True,NOT_SOLVED,11126.820407,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
30,instance_005,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_005_logical_graph.json,b2172e6764cdf0ea6ff30d7c0c20765ec6ccd1856fc658e7cde0f749088a0fed,rows/scale_030/instance_005_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,584.164759,88.700688,494.62069,21.673022,1.568567,1.568567,True,NOT_SOLVED,13341.560054,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
30,instance_006,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_006_logical_graph.json,1926462298e8f30ced01df6f2a825350c3c99c1017bc357158daeb2a1a51c95a,rows/scale_030/instance_006_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,320.306967,102.976881,216.458546,16.906188,1.518852,1.518852,True,NOT_SOLVED,11365.117608,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
30,instance_007,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_007_logical_graph.json,042a75476e35bc1e6314ca70df36df6731ce8d919f7d4423778c96b9b60eae16,rows/scale_030/instance_007_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,334.535379,40.073933,293.726948,7.164114,1.423613,1.423613,True,NOT_SOLVED,11020.887388,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
30,instance_008,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_008_logical_graph.json,b85e77e0f1109ade30e5e1eb48c4b6cf63e2ddcf39f767219e527a0033f146a2,rows/scale_030/instance_008_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,512.00224,207.343667,303.747221,24.333693,1.517285,1.517285,True,NOT_SOLVED,10305.689104,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
30,instance_009,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_009_logical_graph.json,ee59571832598aa7e57b10108b77d4a929b4bf3669495e0db254ffe636dbc301,rows/scale_030/instance_009_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,1039.272697,203.266303,835.068446,17.375479,1.539701,1.539701,True,NOT_SOLVED,10754.003335,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
30,instance_010,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_010_logical_graph.json,2e3949cf8332866475ebddcdf56ee086958bec4e00ecc99dfe7c9c36b49eb3b6,rows/scale_030/instance_010_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,303.543375,279.445365,23.049448,22.148362,1.57894,1.57894,True,NOT_SOLVED,11576.694225,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
30,instance_011,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_011_logical_graph.json,1ac456be2edbf99b1a6cbe0e4f77d869b2c2770c0c5fa42df46281f36160da43,rows/scale_030/instance_011_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,118.305538,101.424845,16.020097,14.473905,1.439399,1.439399,True,NOT_SOLVED,9117.939372,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
30,instance_012,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_012_logical_graph.json,406f85ae9cdee4a848b9f245f255ff954d518bb7f8217251feee46c2bf080a57,rows/scale_030/instance_012_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,1077.077711,343.100441,732.942651,29.476035,1.503078,1.503078,True,NOT_SOLVED,11356.25802,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
30,instance_013,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_013_logical_graph.json,8cce1ed2050a393e65aad64fad84f718769a40831795461d400ec519f8318f8d,rows/scale_030/instance_013_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,413.718291,392.143752,20.537765,19.013527,1.442112,1.442112,True,NOT_SOLVED,9715.291933,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
30,instance_014,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_014_logical_graph.json,691e624c62bbf1a5c0145d0f1b695faac27e9ce813a541b78020b3447a69bd23,rows/scale_030/instance_014_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,1736.858789,435.250392,1300.343399,24.798157,1.454416,1.454416,True,NOT_SOLVED,10850.323636,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
30,instance_015,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_015_logical_graph.json,837be98f3e20eb85ad3055eb6267ba979f8189d68a4f70a280b3ff851a6e08cf,rows/scale_030/instance_015_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,87.201509,68.942436,17.396212,16.314309,1.452318,1.452318,True,NOT_SOLVED,12558.819424,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
30,instance_016,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_016_logical_graph.json,26a36322e3302780bee4bea91879e5a28aa885f07de36b4f9a7c8dd261569cc8,rows/scale_030/instance_016_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,1040.775629,151.163076,888.650818,23.343812,1.513543,1.513543,True,NOT_SOLVED,12426.455149,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
30,instance_017,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_017_logical_graph.json,3b6cc26e7bba9af09c7693249e82d85f5dba444fbc65f2e57b26fe0949359eb9,rows/scale_030/instance_017_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,165.922252,67.689484,97.377255,14.35815,1.438753,1.438753,True,NOT_SOLVED,12249.855935,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
30,instance_018,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_018_logical_graph.json,0535967b4d18e418388825ebba5d4e5391338fd923237f4043ef45c88862e5d0,rows/scale_030/instance_018_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,175.796355,72.89619,102.030822,14.306032,1.4131,1.4131,True,NOT_SOLVED,11988.260617,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
30,instance_019,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_019_logical_graph.json,a30538a90c0d9788a5356a00a2d9c92788428bb7dbf5d51750741b7076fff253,rows/scale_030/instance_019_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,357.541201,129.677169,226.95057,15.2751,1.677642,1.677642,True,NOT_SOLVED,12985.739012,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
30,instance_020,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_030/instance_020_logical_graph.json,0c09d4120a867782531149ef77f006dd866725ef3068643bd295975bfb457b42,rows/scale_030/instance_020_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,243.407977,132.700598,109.64463,15.800993,1.549728,1.549728,True,NOT_SOLVED,12624.85624,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
