matrix_group,scale,instance_id,mode,algorithm_status,certificate_scope,pricing_state,uses_true_dual_bpc_certificate,BPC_TREE_OPTIMAL_count,BPC_NODE_LP_CERTIFIED_count,b3_algorithm_status,b3_certificate_scope,b3_root_lp_bound,b4_root_lp_bound,root_no_cut_lp_bound,incumbent_objective,objective_diff_vs_B3,certificate_scope_diff_vs_B3,cut_probe_status,cut_candidate_count,cut_violated_count,max_violation,mean_violation,violated_subset_size_histogram,cut_kind,cut_key,rhs,sense,coefficient_dependency,coefficient_vector_hash,pricing_supported,completion_bound_supported,dominance_compatible,would_bind_on_current_rmp,would_change_dual_support,affected_column_count,active_support_overlap,diagnostic_round_status,diagnostic_selected_cut_count,diagnostic_cut_rmp_bound_delta,diagnostic_cut_rmp_status,diagnostic_lower_bound_official,diagnostic_can_certify,restricted_pool_diagnostic_status,restricted_pool_evaluation_scope,restricted_pool_seed_column_count,restricted_pool_root_rmp_status,restricted_pool_root_bound,restricted_pool_can_certify,live_subset_rows,cut_rows_active,cut_added_count,cut_dual_nonzero_count,manual_rc_with_cuts_matches_pricing_rc,manual_rc_cut_consistency_pass,cut_dual_sign_audit_pass,cut_dominance_valid,cut_pricing_supported_count,cut_completion_bound_fail_closed_count,completion_bound_pruning_enabled,fleet_lower_bound_live_enabled,lp_bound_delta,root_gap_delta,cut_effective_claim,objective_mismatch,certificate_scope_regression,direct_dp_certificate_leak,manual_rc_with_cuts_fail,pricing_rc_with_cuts_fail,cut_coefficient_audit_fail,cut_dual_sign_audit_fail,cut_dominance_compatibility_fail,fleet_lower_bound_live_enabled_without_proof,completion_bound_unsafe_with_cuts,restricted_pricing_claimed_no_negative,positive_incumbent_rc_claimed_certificate,wall_time,fail_closed_reason,attempted_exception_type,attempted_max_direct_tasks,rmp_memory_precheck_failed,rmp_memory_precheck_stage,rmp_memory_precheck_reason,rmp_memory_precheck_estimated_column_count,rmp_memory_precheck_estimated_tableau_cells,rmp_memory_precheck_cell_limit
10-scale full B4A diagnostic,10,lunar_ice_sp50_010_011_seed729011,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,1.782366,1.782366,1.782366,1.782366,0.0,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,16b53a5aac0eb7037a179f02e5a7a8c13b6f8341f9c407650f2d8033302375b5,True,False,True,True,False,1,0.5,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,4.386678,,,10,False,,,,,
10-scale full B4A diagnostic,10,lunar_ice_sp50_010_012_seed729072,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,1.999817,1.999817,1.999817,1.999817,0.0,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,d89d175b9996164b558fc2ddd313ca8a79565a55a5c0fbb6b53dc22db092931c,True,False,True,True,False,1,0.5,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,1.95209,,,10,False,,,,,
10-scale full B4A diagnostic,10,lunar_ice_sp50_010_013_seed729053,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,2.01605,2.01605,2.01605,2.01605,0.0,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,9219852b0991293cc912077ae117988fa8d29654d6ac2584fcddfde8d46fbac0,True,False,True,True,False,1,0.5,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,3.562751,,,10,False,,,,,
10-scale full B4A diagnostic,10,lunar_ice_sp50_010_014_seed729034,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,2.080522,2.080522,2.080522,2.088113,0.0,,CUT_PROBE_READY,11,9,0.5,0.45,"{""3"": 9}",subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_008,1.0,<=,task_set,7b22ce56dfb24c9f335c7b20cafaeebd454428d7e62d7b7a420e8c47902fbff9,True,False,True,True,True,3,0.75,RESTRICTED_CUT_SEPARATION_EVALUATED,3,0.007591,RESTRICTED_RMP_OPTIMAL,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,2.355589,,,10,False,,,,,
10-scale full B4A diagnostic,10,lunar_ice_sp50_010_015_seed729015,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,2.02493,2.02493,2.02493,2.02493,0.0,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,c566a8a0a9c4ace437d3924cccc0367ca1b3062f5cfee3ce523b43d7c826da20,True,False,True,True,False,1,0.5,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,2.595722,,,10,False,,,,,
10-scale full B4A diagnostic,10,lunar_ice_sp50_010_016_seed729016,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,1.9484,1.9484,1.9484,1.9484,0.0,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,d174649a5a24f6e7ee96aa30692bbe65b798c9c354576de2010a36bb99dedbf2,True,False,True,True,False,1,0.5,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,1.528273,,,10,False,,,,,
10-scale full B4A diagnostic,10,lunar_ice_sp50_010_017_seed729037,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,1.859222,1.859222,1.859222,1.859222,0.0,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,b13e028c1719819bf0442da2bca6036e7aae895a6f53875fe635686124f1bd20,True,False,True,True,False,1,0.5,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,1.709973,,,10,False,,,,,
10-scale full B4A diagnostic,10,lunar_ice_sp50_010_018_seed729118,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,1.802011,1.802011,1.802011,1.802011,0.0,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,7e6ffd32836512fef1bcc9646aa6eaf7110d0ae1c905d33d9b0961708c8a9003,True,False,True,True,False,1,0.5,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,2.251359,,,10,False,,,,,
10-scale full B4A diagnostic,10,lunar_ice_sp50_010_019_seed729039,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,1.819162,1.819162,1.819162,1.856235,0.0,,CUT_PROBE_READY,11,10,0.5,0.5,"{""3"": 10}",subset_row,sri_probe_ice_site_001_ice_site_003_ice_site_008,1.0,<=,task_set,696333079996cf156e19c03d708fc89945a7065b03260842a95d3e415f741fb9,True,False,True,True,True,3,0.75,RESTRICTED_CUT_SEPARATION_EVALUATED,3,0.0,RESTRICTED_RMP_OPTIMAL,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,1.710046,,,10,False,,,,,
10-scale full B4A diagnostic,10,lunar_ice_sp50_010_020_seed729040,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,1.912607,1.912607,1.912607,1.968338,0.0,,CUT_PROBE_READY,11,10,0.333333333,0.333333333,"{""3"": 10}",subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_007,1.0,<=,task_set,da9e1529f9faa4ccdb65409eaaf259071138bb6426b360d5881d5e698aa5a2c6,True,False,True,True,True,3,0.6,RESTRICTED_CUT_SEPARATION_EVALUATED,3,0.053942,RESTRICTED_RMP_OPTIMAL,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,1.656594,,,10,False,,,,,
20-scale full B4A restricted-pool diagnostic,20,lunar_ice_sp50_020_001_seed829001,B4A_cut_diagnostic_only,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,0,0,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,,,1.971937,,,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,535c7c1d3373d501280341a3b7b85340fd930714806222f3a742d897492760c6,True,False,True,True,False,1,0.333333333,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,RESTRICTED_POOL_CUT_DIAGNOSTIC_READY,safe_restricted_seed_pool_only,23,RESTRICTED_RMP_OPTIMAL,1.971937,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.036491,B4A used a safe restricted seed-pool cut diagnostic because full direct-universe diagnostics failed dense RMP memory precheck. This is diagnostic only and cannot certify.,,20,True,b4_direct_universe_cut_diagnostic_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000
20-scale full B4A restricted-pool diagnostic,20,lunar_ice_sp50_020_002_seed829002,B4A_cut_diagnostic_only,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,0,0,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,,,1.961181,,,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,59194430133c8070cee1fdb51c1f3d84d0a055f6535b42542808eeafcf7bcf02,True,False,True,True,False,1,0.333333333,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,RESTRICTED_POOL_CUT_DIAGNOSTIC_READY,safe_restricted_seed_pool_only,23,RESTRICTED_RMP_OPTIMAL,1.961181,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.036866,B4A used a safe restricted seed-pool cut diagnostic because full direct-universe diagnostics failed dense RMP memory precheck. This is diagnostic only and cannot certify.,,20,True,b4_direct_universe_cut_diagnostic_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000
20-scale full B4A restricted-pool diagnostic,20,lunar_ice_sp50_020_003_seed829003,B4A_cut_diagnostic_only,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,0,0,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,,,2.034068,,,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,59194430133c8070cee1fdb51c1f3d84d0a055f6535b42542808eeafcf7bcf02,True,False,True,True,False,1,0.333333333,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,RESTRICTED_POOL_CUT_DIAGNOSTIC_READY,safe_restricted_seed_pool_only,23,RESTRICTED_RMP_OPTIMAL,2.034068,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.029337,B4A used a safe restricted seed-pool cut diagnostic because full direct-universe diagnostics failed dense RMP memory precheck. This is diagnostic only and cannot certify.,,20,True,b4_direct_universe_cut_diagnostic_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000
20-scale full B4A restricted-pool diagnostic,20,lunar_ice_sp50_020_004_seed829004,B4A_cut_diagnostic_only,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,0,0,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,,,1.791367,,,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,9bd6a9f3eb44b8f7ba3062604657c0971178f39341294bd3e325bc500ad372c3,True,False,True,True,False,1,0.333333333,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,RESTRICTED_POOL_CUT_DIAGNOSTIC_READY,safe_restricted_seed_pool_only,23,RESTRICTED_RMP_OPTIMAL,1.791367,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.038982,B4A used a safe restricted seed-pool cut diagnostic because full direct-universe diagnostics failed dense RMP memory precheck. This is diagnostic only and cannot certify.,,20,True,b4_direct_universe_cut_diagnostic_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000
20-scale full B4A restricted-pool diagnostic,20,lunar_ice_sp50_020_005_seed829005,B4A_cut_diagnostic_only,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,0,0,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,,,1.889946,,,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_006,1.0,<=,task_set,535c7c1d3373d501280341a3b7b85340fd930714806222f3a742d897492760c6,True,False,True,True,False,1,0.333333333,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,RESTRICTED_POOL_CUT_DIAGNOSTIC_READY,safe_restricted_seed_pool_only,23,RESTRICTED_RMP_OPTIMAL,1.889946,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.033169,B4A used a safe restricted seed-pool cut diagnostic because full direct-universe diagnostics failed dense RMP memory precheck. This is diagnostic only and cannot certify.,,20,True,b4_direct_universe_cut_diagnostic_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000
20-scale full B4A restricted-pool diagnostic,20,lunar_ice_sp50_020_006_seed829006,B4A_cut_diagnostic_only,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,0,0,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,,,2.204516,,,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,535c7c1d3373d501280341a3b7b85340fd930714806222f3a742d897492760c6,True,False,True,True,False,1,0.333333333,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,RESTRICTED_POOL_CUT_DIAGNOSTIC_READY,safe_restricted_seed_pool_only,23,RESTRICTED_RMP_OPTIMAL,2.204516,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.031327,B4A used a safe restricted seed-pool cut diagnostic because full direct-universe diagnostics failed dense RMP memory precheck. This is diagnostic only and cannot certify.,,20,True,b4_direct_universe_cut_diagnostic_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000
20-scale full B4A restricted-pool diagnostic,20,lunar_ice_sp50_020_007_seed829027,B4A_cut_diagnostic_only,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,0,0,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,,,2.122761,,,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,535c7c1d3373d501280341a3b7b85340fd930714806222f3a742d897492760c6,True,False,True,True,False,1,0.333333333,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,RESTRICTED_POOL_CUT_DIAGNOSTIC_READY,safe_restricted_seed_pool_only,23,RESTRICTED_RMP_OPTIMAL,2.122761,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.031953,B4A used a safe restricted seed-pool cut diagnostic because full direct-universe diagnostics failed dense RMP memory precheck. This is diagnostic only and cannot certify.,,20,True,b4_direct_universe_cut_diagnostic_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000
20-scale full B4A restricted-pool diagnostic,20,lunar_ice_sp50_020_008_seed829008,B4A_cut_diagnostic_only,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,0,0,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,,,1.927265,,,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,535c7c1d3373d501280341a3b7b85340fd930714806222f3a742d897492760c6,True,False,True,True,False,1,0.333333333,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,RESTRICTED_POOL_CUT_DIAGNOSTIC_READY,safe_restricted_seed_pool_only,23,RESTRICTED_RMP_OPTIMAL,1.927265,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.028242,B4A used a safe restricted seed-pool cut diagnostic because full direct-universe diagnostics failed dense RMP memory precheck. This is diagnostic only and cannot certify.,,20,True,b4_direct_universe_cut_diagnostic_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000
20-scale full B4A restricted-pool diagnostic,20,lunar_ice_sp50_020_009_seed829009,B4A_cut_diagnostic_only,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,0,0,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,,,2.039561,,,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_005,1.0,<=,task_set,535c7c1d3373d501280341a3b7b85340fd930714806222f3a742d897492760c6,True,False,True,True,False,1,0.333333333,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,RESTRICTED_POOL_CUT_DIAGNOSTIC_READY,safe_restricted_seed_pool_only,23,RESTRICTED_RMP_OPTIMAL,2.039561,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.032003,B4A used a safe restricted seed-pool cut diagnostic because full direct-universe diagnostics failed dense RMP memory precheck. This is diagnostic only and cannot certify.,,20,True,b4_direct_universe_cut_diagnostic_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000
20-scale full B4A restricted-pool diagnostic,20,lunar_ice_sp50_020_010_seed829010,B4A_cut_diagnostic_only,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,0,0,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,,,2.046721,,,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,535c7c1d3373d501280341a3b7b85340fd930714806222f3a742d897492760c6,True,False,True,True,False,1,0.333333333,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,RESTRICTED_POOL_CUT_DIAGNOSTIC_READY,safe_restricted_seed_pool_only,23,RESTRICTED_RMP_OPTIMAL,2.046721,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.038845,B4A used a safe restricted seed-pool cut diagnostic because full direct-universe diagnostics failed dense RMP memory precheck. This is diagnostic only and cannot certify.,,20,True,b4_direct_universe_cut_diagnostic_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000
20-scale full B4A restricted-pool diagnostic,20,lunar_ice_sp50_020_011_seed829011,B4A_cut_diagnostic_only,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,0,0,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,,,1.918259,,,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,535c7c1d3373d501280341a3b7b85340fd930714806222f3a742d897492760c6,True,False,True,True,False,1,0.333333333,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,RESTRICTED_POOL_CUT_DIAGNOSTIC_READY,safe_restricted_seed_pool_only,23,RESTRICTED_RMP_OPTIMAL,1.918259,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.037482,B4A used a safe restricted seed-pool cut diagnostic because full direct-universe diagnostics failed dense RMP memory precheck. This is diagnostic only and cannot certify.,,20,True,b4_direct_universe_cut_diagnostic_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000
20-scale full B4A restricted-pool diagnostic,20,lunar_ice_sp50_020_012_seed829012,B4A_cut_diagnostic_only,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,0,0,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,,,1.881148,,,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,535c7c1d3373d501280341a3b7b85340fd930714806222f3a742d897492760c6,True,False,True,True,False,1,0.333333333,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,RESTRICTED_POOL_CUT_DIAGNOSTIC_READY,safe_restricted_seed_pool_only,23,RESTRICTED_RMP_OPTIMAL,1.881148,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.033816,B4A used a safe restricted seed-pool cut diagnostic because full direct-universe diagnostics failed dense RMP memory precheck. This is diagnostic only and cannot certify.,,20,True,b4_direct_universe_cut_diagnostic_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000
20-scale full B4A restricted-pool diagnostic,20,lunar_ice_sp50_020_013_seed829013,B4A_cut_diagnostic_only,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,0,0,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,,,1.961417,,,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_006,1.0,<=,task_set,59194430133c8070cee1fdb51c1f3d84d0a055f6535b42542808eeafcf7bcf02,True,False,True,True,False,1,0.333333333,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,RESTRICTED_POOL_CUT_DIAGNOSTIC_READY,safe_restricted_seed_pool_only,23,RESTRICTED_RMP_OPTIMAL,1.961417,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.025718,B4A used a safe restricted seed-pool cut diagnostic because full direct-universe diagnostics failed dense RMP memory precheck. This is diagnostic only and cannot certify.,,20,True,b4_direct_universe_cut_diagnostic_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000
20-scale full B4A restricted-pool diagnostic,20,lunar_ice_sp50_020_014_seed829014,B4A_cut_diagnostic_only,BPC_INCOMPLETE_PRICING,DIAGNOSTIC_PRICING_FRONTIER,INCOMPLETE_LIMIT,False,0,0,BPC_INCOMPLETE_PRICING,FEASIBLE_INCUMBENT_ONLY,,,1.949052,,,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,535c7c1d3373d501280341a3b7b85340fd930714806222f3a742d897492760c6,True,False,True,True,False,1,0.333333333,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,RESTRICTED_POOL_CUT_DIAGNOSTIC_READY,safe_restricted_seed_pool_only,23,RESTRICTED_RMP_OPTIMAL,1.949052,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.037161,B4A used a safe restricted seed-pool cut diagnostic because full direct-universe diagnostics failed dense RMP memory precheck. This is diagnostic only and cannot certify.,,20,True,b4_direct_universe_cut_diagnostic_rmp,dense RMP tableau precheck failed before loading active columns: estimated_cells=1099554619392 exceeds limit=50000000,1048575,1099554619392,50000000
